stewartERR2027890.kraken.filtered.report,shiSRR873458.kraken.filtered.report,shiSRR873455.kraken.filtered.report,stewartERR2027917.kraken.filtered.report,shiSRR873463.kraken.filtered.report,wallaceERR983265.kraken.filtered.report,shiSRR873599.kraken.filtered.report,wallaceERR983268.kraken.filtered.report,stewartERR2027895.kraken.filtered.report,hessSRR094166.kraken.filtered.report,stewartERR2027928.kraken.filtered.report,stewartERR2027923.kraken.filtered.report,shiSRR873457.kraken.filtered.report,hessSRR094424.kraken.filtered.report,shiSRR873597.kraken.filtered.report,shiSRR873452.kraken.filtered.report,hessSRR094418.kraken.filtered.report,shiSRR873460.kraken.filtered.report,stewartERR2027903.kraken.filtered.report,stewartERR2027908.kraken.filtered.report,shiSRR873602.kraken.filtered.report,shiSRR873596.kraken.filtered.report,stewartERR2027927.kraken.filtered.report,stewartERR2027929.kraken.filtered.report,stewartERR2027912.kraken.filtered.report,wallaceERR983264.kraken.filtered.report,shiSRR873459.kraken.filtered.report,shiSRR873606.kraken.filtered.report,shiSRR873604.kraken.filtered.report,stewartERR2027909.kraken.filtered.report,stewartERR2027920.kraken.filtered.report,shiSRR873454.kraken.filtered.report,shiSRR873462.kraken.filtered.report,stewartERR2027889.kraken.filtered.report,stewartERR2027916.kraken.filtered.report,shiSRR873464.kraken.filtered.report,stewartERR2027891.kraken.filtered.report,shiSRR873595.kraken.filtered.report,stewartERR2027900.kraken.filtered.report,hessSRR094416.kraken.filtered.report,shiSRR873609.kraken.filtered.report,wallaceERR983263.kraken.filtered.report,hessSRR094415.kraken.filtered.report,stewartERR2027925.kraken.filtered.report,shiSRR1222431.kraken.filtered.report,stewartERR2027898.kraken.filtered.report,stewartERR2027918.kraken.filtered.report,shiSRR873456.kraken.filtered.report,hessSRR094419.kraken.filtered.report,hessSRR094403.kraken.filtered.report,shiSRR873598.kraken.filtered.report,shiSRR873605.kraken.filtered.report,stewartERR2027926.kraken.filtered.report,hessSRR094417.kraken.filtered.report,stewartERR2027915.kraken.filtered.report,stewartERR2027897.kraken.filtered.report,shiSRR873607.kraken.filtered.report,stewartERR2027924.kraken.filtered.report,stewartERR2027902.kraken.filtered.report,wallaceERR2027890.kraken.filtered.report,shiSRR1222429.kraken.filtered.report,wallaceERR2530126.kraken.filtered.report,wallaceERR2027889.kraken.filtered.report,stewartERR2027899.kraken.filtered.report,shiSRR1267595.kraken.filtered.report,stewartERR2027919.kraken.filtered.report,shiSRR873608.kraken.filtered.report,shiSRR873451.kraken.filtered.report,hessSRR094428.kraken.filtered.report,shiSRR873601.kraken.filtered.report,stewartERR2027910.kraken.filtered.report,stewartERR2027907.kraken.filtered.report,hessSRR094427.kraken.filtered.report,shiSRR873610.kraken.filtered.report,wallaceERR983269.kraken.filtered.report,stewartERR2027921.kraken.filtered.report,hessSRR094405.kraken.filtered.report,wallaceERR983266.kraken.filtered.report,shiSRR873465.kraken.filtered.report,stewartERR2027913.kraken.filtered.report,wallaceERR983262.kraken.filtered.report,stewartERR2027905.kraken.filtered.report,shiSRR873461.kraken.filtered.report,stewartERR2027911.kraken.filtered.report,shiSRR873453.kraken.filtered.report,stewartERR2027914.kraken.filtered.report,stewartERR2027901.kraken.filtered.report,wallaceERR983267.kraken.filtered.report,stewartERR2027893.kraken.filtered.report,stewartERR2027892.kraken.filtered.report,shiSRR873603.kraken.filtered.report,stewartERR2027904.kraken.filtered.report,stewartERR2027896.kraken.filtered.report,stewartERR2027894.kraken.filtered.report,wallaceERR2530127.kraken.filtered.report,stewartERR2027906.kraken.filtered.report,wallaceERR2282092.kraken.filtered.report,stewartERR2027930.kraken.filtered.report,stewartERR2027922.kraken.filtered.report,shiSRR873600.kraken.filtered.report,shiSRR873450.kraken.filtered.report
"Bacteria|NA|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Nocardiopsis|Nocardiopsis alba",210.0,0.0,0.0,28.0,0.0,1.0,2.0,87.0,7.0,5.0,3157.0,565.0,0.0,36.0,0.0,0.0,3.0,0.0,6.0,349.0,0.0,2.0,326.0,3.0,45.0,7.0,0.0,0.0,0.0,199.0,17.0,0.0,0.0,23.0,236.0,0.0,282.0,4.0,1.0,1.0,1.0,21.0,3.0,99.0,3.0,6.0,15.0,0.0,23.0,0.0,0.0,0.0,296.0,2.0,36.0,71.0,8.0,107.0,52.0,90.0,0.0,2.0,23.0,2.0,0.0,14.0,0.0,0.0,56.0,2.0,6.0,9.0,30.0,16.0,92.0,24.0,3.0,26.0,0.0,82.0,0.0,12.0,0.0,299.0,0.0,74.0,2.0,3.0,2.0,4.0,0.0,11.0,10.0,5.0,3.0,2.0,35.0,12.0,11.0,25.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharomonospora",4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharomonospora|Saccharomonospora viridis",514.0,0.0,0.0,11.0,0.0,7.0,5.0,4.0,329.0,2.0,230.0,19.0,0.0,13.0,0.0,0.0,1.0,0.0,112.0,1210.0,0.0,4.0,114.0,15.0,165.0,8.0,0.0,0.0,0.0,744.0,26.0,0.0,0.0,960.0,155.0,0.0,867.0,22.0,74.0,2.0,9.0,6.0,0.0,10.0,11.0,177.0,11.0,0.0,7.0,2.0,1.0,0.0,42.0,0.0,17.0,322.0,12.0,15.0,707.0,238.0,0.0,0.0,960.0,40.0,0.0,20.0,2.0,0.0,14.0,5.0,604.0,5.0,4.0,117.0,29.0,31.0,0.0,2.0,0.0,171.0,32.0,53.0,0.0,685.0,0.0,401.0,44.0,32.0,121.0,170.0,0.0,26.0,3139.0,1.0,0.0,15.0,0.0,322.0,13.0,8.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharomonospora|Saccharomonospora glauca",51.0,0.0,0.0,16.0,0.0,6.0,0.0,3.0,52.0,3.0,101.0,10.0,0.0,24.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,0.0,73.0,14.0,95.0,15.0,0.0,0.0,0.0,27.0,43.0,0.0,0.0,25.0,52.0,0.0,107.0,0.0,4.0,4.0,0.0,13.0,3.0,32.0,0.0,6.0,101.0,0.0,6.0,1.0,0.0,0.0,33.0,3.0,23.0,9.0,0.0,29.0,24.0,27.0,0.0,2.0,25.0,26.0,1.0,34.0,0.0,0.0,22.0,1.0,22.0,60.0,12.0,7.0,26.0,24.0,2.0,0.0,0.0,200.0,9.0,21.0,0.0,25.0,0.0,161.0,18.0,30.0,4.0,11.0,0.0,32.0,99.0,0.0,1.0,49.0,8.0,17.0,28.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharomonospora|Saccharomonospora azurea",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,3.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,2.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium",24.0,0.0,0.0,10.0,0.0,21.0,152.0,13.0,21.0,2.0,26.0,11.0,0.0,44.0,6.0,0.0,3.0,0.0,3.0,18.0,16.0,75.0,37.0,6.0,3.0,20.0,0.0,7.0,17.0,13.0,4.0,0.0,2.0,13.0,110.0,1.0,19.0,279.0,8.0,7.0,101.0,15.0,3.0,10.0,78.0,6.0,8.0,0.0,24.0,5.0,4.0,14.0,5.0,2.0,2.0,25.0,127.0,6.0,23.0,16.0,0.0,11.0,13.0,9.0,4.0,43.0,40.0,0.0,45.0,12.0,31.0,17.0,51.0,21.0,40.0,3.0,2.0,75.0,0.0,24.0,2.0,12.0,0.0,32.0,0.0,5.0,17.0,7.0,6.0,28.0,5.0,102.0,47.0,3.0,20.0,13.0,198.0,5.0,10.0,104.0,1.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium provencense",179.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,176.0,0.0,0.0,42.0,38.0,35.0,0.0,0.0,0.0,0.0,49.0,27.0,0.0,0.0,54.0,15.0,0.0,130.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,5.0,160.0,0.0,22.0,168.0,98.0,0.0,0.0,54.0,1.0,0.0,39.0,0.0,0.0,1.0,0.0,229.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,53.0,0.0,23.0,0.0,171.0,0.0,51.0,0.0,0.0,4.0,75.0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,38.0,12.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium nuruki",69.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,9.0,0.0,46.0,77.0,0.0,8.0,0.0,0.0,0.0,1.0,56.0,312.0,2.0,2.0,8.0,5.0,6.0,0.0,0.0,0.0,1.0,198.0,33.0,0.0,1.0,221.0,19.0,0.0,99.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,5.0,21.0,0.0,2.0,1.0,0.0,0.0,20.0,2.0,0.0,31.0,1.0,6.0,36.0,31.0,0.0,0.0,221.0,0.0,0.0,23.0,0.0,0.0,12.0,1.0,531.0,13.0,10.0,0.0,0.0,17.0,2.0,0.0,0.0,37.0,0.0,2.0,0.0,286.0,0.0,32.0,2.0,0.0,3.0,29.0,0.0,4.0,1306.0,2.0,1.0,0.0,0.0,158.0,14.0,5.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium stationis",43.0,0.0,0.0,6.0,0.0,0.0,215.0,2.0,6.0,0.0,27.0,7.0,0.0,1.0,9.0,0.0,0.0,0.0,6.0,18.0,1.0,98.0,54.0,2.0,17.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,26.0,17.0,0.0,51.0,458.0,0.0,0.0,158.0,3.0,0.0,0.0,153.0,2.0,1.0,0.0,1.0,0.0,3.0,22.0,6.0,0.0,2.0,3.0,123.0,1.0,32.0,20.0,0.0,0.0,26.0,0.0,2.0,3.0,51.0,0.0,2.0,10.0,42.0,5.0,5.0,27.0,28.0,1.0,0.0,51.0,0.0,40.0,3.0,4.0,0.0,55.0,0.0,36.0,0.0,8.0,2.0,57.0,4.0,38.0,109.0,1.0,0.0,2.0,5.0,9.0,2.0,108.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium glutamicum",22.0,0.0,0.0,1.0,0.0,22.0,122.0,14.0,10.0,3.0,15.0,11.0,0.0,13.0,8.0,0.0,3.0,1.0,1.0,15.0,7.0,48.0,40.0,7.0,0.0,10.0,0.0,1.0,11.0,12.0,4.0,0.0,1.0,21.0,108.0,2.0,14.0,216.0,16.0,2.0,79.0,19.0,2.0,5.0,62.0,8.0,6.0,0.0,8.0,1.0,5.0,9.0,7.0,2.0,1.0,24.0,71.0,1.0,8.0,11.0,0.0,4.0,21.0,20.0,3.0,33.0,22.0,0.0,15.0,7.0,26.0,12.0,4.0,15.0,49.0,6.0,0.0,64.0,0.0,14.0,3.0,13.0,0.0,44.0,0.0,7.0,9.0,5.0,0.0,28.0,1.0,86.0,36.0,8.0,16.0,5.0,134.0,6.0,14.0,78.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium flavescens",18.0,0.0,1.0,22.0,0.0,0.0,14.0,2.0,1.0,2.0,2.0,2.0,0.0,66.0,1.0,0.0,9.0,0.0,2.0,115.0,2.0,8.0,111.0,7.0,7.0,0.0,0.0,1.0,0.0,21.0,18.0,0.0,0.0,25.0,53.0,0.0,14.0,17.0,2.0,5.0,14.0,1.0,10.0,2.0,12.0,0.0,22.0,0.0,65.0,7.0,1.0,1.0,1.0,10.0,1.0,18.0,14.0,1.0,11.0,6.0,0.0,0.0,25.0,0.0,0.0,15.0,4.0,0.0,77.0,1.0,26.0,2.0,59.0,1.0,6.0,43.0,4.0,3.0,0.0,3.0,0.0,1.0,0.0,119.0,0.0,3.0,1.0,5.0,1.0,10.0,1.0,0.0,14.0,0.0,0.0,0.0,4.0,10.0,33.0,5.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium xerosis",15.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,21.0,0.0,20.0,12.0,0.0,2.0,7.0,0.0,0.0,0.0,26.0,38.0,0.0,0.0,18.0,5.0,2.0,0.0,1.0,1.0,4.0,55.0,55.0,0.0,0.0,82.0,44.0,0.0,8.0,3.0,8.0,1.0,6.0,2.0,0.0,7.0,1.0,12.0,0.0,0.0,3.0,2.0,0.0,1.0,35.0,0.0,1.0,4.0,1.0,113.0,58.0,5.0,0.0,1.0,82.0,0.0,0.0,119.0,2.0,0.0,3.0,1.0,217.0,8.0,5.0,2.0,173.0,3.0,2.0,32.0,0.0,8.0,0.0,7.0,0.0,13.0,0.0,1.0,3.0,9.0,8.0,8.0,0.0,58.0,59.0,4.0,5.0,17.0,55.0,33.0,23.0,4.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium variabile",6.0,0.0,0.0,2.0,0.0,7.0,38.0,3.0,1.0,4.0,2.0,2.0,0.0,44.0,2.0,0.0,3.0,0.0,2.0,17.0,15.0,13.0,26.0,2.0,3.0,1.0,1.0,0.0,4.0,6.0,1.0,0.0,0.0,6.0,18.0,0.0,1.0,165.0,3.0,2.0,48.0,28.0,3.0,0.0,32.0,3.0,6.0,0.0,44.0,4.0,1.0,3.0,0.0,3.0,2.0,3.0,24.0,2.0,8.0,4.0,0.0,0.0,6.0,0.0,2.0,11.0,9.0,0.0,55.0,26.0,4.0,1.0,41.0,11.0,66.0,6.0,3.0,40.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,8.0,33.0,1.0,12.0,1.0,82.0,7.0,0.0,0.0,0.0,3.0,1.0,12.0,24.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium marinum",5.0,0.0,0.0,5.0,0.0,13.0,0.0,3.0,13.0,0.0,188.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,126.0,8.0,15.0,12.0,0.0,0.0,0.0,33.0,15.0,0.0,0.0,37.0,131.0,0.0,15.0,0.0,9.0,0.0,0.0,99.0,0.0,21.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,7.0,9.0,0.0,20.0,30.0,2.0,0.0,0.0,37.0,6.0,0.0,127.0,0.0,0.0,2.0,0.0,125.0,26.0,0.0,0.0,28.0,19.0,0.0,9.0,0.0,21.0,3.0,16.0,0.0,4.0,0.0,16.0,9.0,28.0,19.0,42.0,0.0,49.0,37.0,21.0,0.0,10.0,6.0,15.0,49.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium callunae",3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium casei",2.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,70.0,8.0,0.0,10.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,2.0,0.0,6.0,4.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,11.0,4.0,5.0,0.0,1.0,6.0,0.0,1.0,5.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium maris",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium striatum",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae",30.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,4.0,1.0,12.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,37.0,1.0,0.0,17.0,6.0,14.0,1.0,0.0,0.0,1.0,30.0,7.0,0.0,0.0,5.0,14.0,0.0,33.0,0.0,1.0,1.0,1.0,4.0,0.0,14.0,0.0,2.0,6.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,5.0,48.0,0.0,7.0,75.0,18.0,0.0,0.0,5.0,2.0,0.0,14.0,0.0,0.0,17.0,2.0,0.0,18.0,15.0,0.0,18.0,6.0,1.0,3.0,0.0,40.0,2.0,11.0,0.0,24.0,0.0,21.0,2.0,5.0,2.0,0.0,0.0,8.0,11.0,0.0,0.0,9.0,5.0,87.0,7.0,1.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium thermoresistibile",75.0,0.0,0.0,1.0,0.0,1.0,0.0,49.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,154.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,18.0,1.0,0.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,1.0,1.0,32.0,33.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,37.0,3.0,0.0,10.0,0.0,6.0,0.0,2.0,0.0,127.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,2.0,64.0,1.0,0.0,20.0,0.0,23.0,0.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium smegmatis",1.0,0.0,0.0,1.0,0.0,71.0,0.0,20.0,3.0,0.0,1.0,12.0,0.0,9.0,0.0,0.0,1.0,0.0,11.0,8.0,0.0,0.0,4.0,4.0,0.0,20.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,11.0,1.0,0.0,138.0,1.0,43.0,0.0,6.0,31.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,10.0,0.0,4.0,55.0,5.0,0.0,1027.0,28.0,0.0,8.0,0.0,4.0,13.0,15.0,0.0,2.0,0.0,4.0,2.0,311.0,18.0,3.0,0.0,3.0,34.0,34.0,0.0,27.0,0.0,178.0,0.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium hassiacum",1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,7.0,1.0,13.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,9.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,9.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,43.0,1.0,3.0,0.0,2.0,0.0,17.0,2.0,4.0,1.0,0.0,0.0,12.0,29.0,0.0,0.0,13.0,0.0,17.0,2.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium paragordonae",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycolicibacter|Mycolicibacter sinensis",1.0,0.0,0.0,9.0,0.0,9.0,0.0,4.0,5.0,0.0,66.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,47.0,21.0,0.0,2.0,0.0,0.0,0.0,16.0,86.0,0.0,0.0,2.0,50.0,0.0,3.0,0.0,11.0,0.0,0.0,24.0,0.0,99.0,0.0,35.0,142.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,1.0,2.0,0.0,66.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,75.0,86.0,0.0,1.0,0.0,2.0,1.0,121.0,0.0,2.0,0.0,4.0,25.0,76.0,22.0,30.0,0.0,21.0,17.0,13.0,0.0,128.0,0.0,64.0,3.0,0.0,0.0
"Bacteria|NA|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus",9.0,1.0,0.0,0.0,1.0,2.0,9.0,9.0,4.0,1.0,2.0,3.0,1.0,17.0,16.0,0.0,2.0,0.0,0.0,1.0,13.0,10.0,6.0,3.0,5.0,10.0,0.0,28.0,14.0,1.0,4.0,0.0,1.0,5.0,0.0,0.0,3.0,19.0,3.0,1.0,8.0,70.0,1.0,0.0,16.0,8.0,1.0,0.0,13.0,1.0,23.0,10.0,1.0,1.0,6.0,3.0,12.0,3.0,10.0,1.0,0.0,14.0,5.0,4.0,136.0,6.0,8.0,0.0,14.0,20.0,3.0,18.0,15.0,16.0,10.0,11.0,0.0,16.0,1.0,9.0,2.0,2.0,2.0,8.0,0.0,18.0,12.0,22.0,5.0,6.0,0.0,10.0,7.0,3.0,8.0,0.0,1272.0,5.0,5.0,33.0,0.0
