"Family","stewartERR2027890","shiSRR873458","shiSRR873455","stewartERR2027917","shiSRR873463","wallaceERR983265","shiSRR873599","wallaceERR983268","stewartERR2027895","hessSRR094166","stewartERR2027928","stewartERR2027923","shiSRR873457","hessSRR094424","shiSRR873597","shiSRR873452","hessSRR094418","shiSRR873460","stewartERR2027903","stewartERR2027908","shiSRR873602","shiSRR873596","stewartERR2027927","stewartERR2027929","stewartERR2027912","wallaceERR983264","shiSRR873459","shiSRR873606","shiSRR873604","stewartERR2027909","stewartERR2027920","shiSRR873454","shiSRR873462","stewartERR2027889","stewartERR2027916","shiSRR873464","stewartERR2027891","shiSRR873595","stewartERR2027900","hessSRR094416","shiSRR873609","wallaceERR983263","hessSRR094415","stewartERR2027925","shiSRR1222431","stewartERR2027898","stewartERR2027918","shiSRR873456","hessSRR094419","hessSRR094403","shiSRR873598","shiSRR873605","stewartERR2027926","hessSRR094417","stewartERR2027915","stewartERR2027897","shiSRR873607","stewartERR2027924","stewartERR2027902","wallaceERR2027890","shiSRR1222429","wallaceERR2530126","wallaceERR2027889","stewartERR2027899","shiSRR1267595","stewartERR2027919","shiSRR873608","shiSRR873451","hessSRR094428","shiSRR873601","stewartERR2027910","stewartERR2027907","hessSRR094427","shiSRR873610","wallaceERR983269","stewartERR2027921","hessSRR094405","wallaceERR983266","shiSRR873465","stewartERR2027913","wallaceERR983262","stewartERR2027905","shiSRR873461","stewartERR2027911","shiSRR873453","stewartERR2027914","stewartERR2027901","wallaceERR983267","stewartERR2027893","stewartERR2027892","shiSRR873603","stewartERR2027904","stewartERR2027896","stewartERR2027894","wallaceERR2530127","stewartERR2027906","wallaceERR2282092","stewartERR2027930","stewartERR2027922","shiSRR873600","shiSRR873450"
"Sunviridae",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"Adomaviridae",0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Alphasatellitidae",17,0,0,2,0,5,0,3,3,0,7,2,0,5,6,0,0,1,1,0,4,3,2,0,4,0,0,7,1,0,2,0,0,8,4,0,8,3,0,0,4,0,0,5,2,2,8,0,0,0,26,1,2,1,2,12,4,6,4,8,0,0,8,0,14,1,5,0,1,9,2,0,0,6,1,1,0,0,0,5,0,0,0,2,0,0,3,5,7,1,0,0,5,0,1,1,0,3,2,1,0
"Alphatetraviridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Amalgaviridae",0,200,130,2,208,0,1,1,0,0,0,10,226,1,0,188,0,154,0,0,1,1,0,1,1,0,126,1,1,0,0,132,160,0,0,128,2,1,3,0,1,0,0,0,7,1,0,123,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,233,1,0,4,0,0,2,0,1,0,1,89,0,0,0,83,0,374,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,128
"Anelloviridae",13,0,0,9,0,8,49,4,6,3,4,14,4,13,44,0,0,1,17,20,45,29,19,3,11,1,1,13,10,2,9,1,0,15,6,0,39,8,6,1,9,2,0,3,4,4,7,0,0,0,2,31,1,3,8,26,9,2,18,7,0,0,15,0,10,8,8,0,9,4,7,1,0,14,3,5,0,0,0,8,0,0,0,6,0,5,5,13,9,4,5,0,13,1,0,0,0,8,13,9,0
"Astroviridae",1,0,1,2,1,0,4,2,2,2,2,2,0,36,56,0,2,4,0,1,20,21,1,0,3,0,0,24,14,1,3,0,0,2,0,0,6,8,3,3,23,0,1,2,10,5,2,0,0,3,14,37,4,2,0,8,7,1,3,1,0,0,2,0,13,4,6,0,21,10,0,1,2,0,2,3,1,1,0,3,3,3,0,2,2,3,1,3,2,0,1,0,9,2,2,0,6,0,4,5,0
"Bacilladnaviridae",0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,10,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,1,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
"Barnaviridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benyviridae",1,0,0,2,1,23,25,0,1,0,4,4,0,1,82,0,1,0,2,2,20,3,3,1,4,0,0,9,6,0,4,0,0,4,0,0,2,7,0,0,11,0,0,6,7,5,3,0,0,0,6,8,0,0,2,7,5,5,5,1,0,3,4,1,5,2,10,0,2,2,0,1,0,18,0,2,0,0,1,1,4,0,0,1,0,6,11,0,1,0,4,0,15,0,8,0,73,2,2,24,0
"Bidnaviridae",1,0,0,0,0,1,1,0,0,0,2,0,0,2,17,0,0,10372,0,1,0,0,1,0,1,0,0,4,4,0,4,0,0,3,1,0,0,4,0,0,0,2,0,0,2,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Birnaviridae",3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Bromoviridae",4,19082,17453,3,13026,0,21,1,2,0,0,4,12549,3,65,8120,0,20060,0,1,8,1,5,1,4,0,13682,128,3,1,4,8413,27563,2,1,19182,0,5,1,0,17,1,1,2,38,0,0,7436,0,1,1,8,10,0,1,5,22,1,0,1,0,0,2,2,1,4,25,18311,2,5,2,0,0,45,1,0,0,3,18520,6,0,0,15239,2,19533,6,3,4,3,2,12,0,3,0,0,1,0,2,7,46,9154
"Caliciviridae",9,0,0,3,0,5,2,8,4,3,12,0,0,16,4,0,1,0,2,1,2,5,5,27,9,0,0,3,4,0,3,0,1,20,7,0,4,2,2,2,5,0,1,11,3,5,5,0,2,1,0,2,10,2,2,8,3,4,5,4,0,0,20,1,2,14,5,0,11,5,0,0,0,9,8,12,0,11,0,4,3,1,0,3,0,13,2,4,5,3,1,0,0,1,2,0,5,1,6,4,0
"Chrysoviridae",6,0,0,4,0,0,1,2,6,0,2,2,0,2,1,0,0,0,6,3,1,0,2,1,19,0,0,1,2,0,5,0,1,11,5,0,2,0,0,0,9,4,1,1,4,0,1,0,0,0,1,0,0,0,0,3,3,0,0,1,0,0,11,0,0,3,2,0,0,0,2,0,1,3,6,4,0,0,0,4,0,0,0,1,0,2,0,7,0,6,3,1,8,0,0,0,0,2,3,3,0
"Circoviridae",7,0,1,2,1,3,18,8,39,0,6,3,0,8,53,0,0,0,1,5,22,22,2,1,9,18,0,3,5,5,2,1,0,16,5,0,2,16,10,0,3,0,1,11,11,1,5,0,0,1,7,3,3,0,1,17,8,7,5,3,0,0,16,3,6,3,5,0,18,3,6,0,0,6,2,4,3,5,0,6,0,7,0,12,0,4,1,1,12,7,2,8,10,21,0,0,0,6,3,88,0
"Closteroviridae",60,4,0,42,1,115,21,67,47,1,34,22,1,9,52,0,0,2,13,37,23,81,35,76,57,2,4,81,222,4,20,0,1,82,36,8,43,49,30,3,78,69,1,53,358,17,20,1,0,1,111,78,24,0,63,65,69,30,23,39,0,0,82,1,65,45,85,1,5,50,13,21,0,76,18,51,1,8,2,43,9,15,5,32,0,15,34,26,18,11,17,46,76,14,2,4,2,46,26,64,0
"Cystoviridae",0,2,0,5,1,0,2,5,0,3,4,0,2,12,15,0,2,3,1,2,9,4,6,4,11,0,0,3,5,0,5,0,0,3,0,0,2,5,0,0,10,1,3,2,10,0,1,0,2,3,7,12,6,2,6,3,14,1,2,0,0,0,3,0,0,8,4,0,18,16,3,0,0,5,3,2,1,0,0,9,0,2,0,6,0,4,0,4,1,1,0,0,1,1,0,1,1,2,4,1,0
"Endornaviridae",15,0,0,3,1,42,15,3,14,0,13,1,0,5,46,0,0,0,2,12,34,19,3,5,10,0,0,28,29,2,10,0,1,17,13,0,23,8,9,0,23,5,2,1,20,15,10,0,0,2,81,28,5,0,10,35,38,5,6,6,0,0,17,1,24,10,21,0,3,6,1,2,0,12,2,7,0,0,0,6,2,0,0,3,0,16,12,10,59,0,5,2,8,2,1,0,2,4,7,44,0
"Flaviviridae",26,185,65,21,11,16,27,17,7,2,20,11,93,22,39,63,2,203,29,7,45,69,19,6,13,7,56,29,51,2,18,3,99,15,13,68,21,40,4,2,41,3,2,60,40,18,8,76,2,0,55,43,14,1,20,39,37,37,11,11,0,3,15,3,152,16,55,374,15,49,16,0,2,29,10,10,1,12,2,14,9,7,34,15,32,29,23,10,14,15,7,4,41,7,2,4,9,23,16,65,1
"Fusariviridae",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7,0,0,0,1,1,1,0,1,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,1,0,1,5,6,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0
"Geminiviridae",147,4,6,52,0,192,101,34,72,1,126,78,1,35,328,6,1,1,58,35,103,200,44,64,89,25,1,165,147,30,78,1,18,174,52,1,234,236,138,3,125,27,1,79,294,215,51,0,4,4,225,83,32,1,56,283,188,42,48,84,0,9,174,12,102,44,130,0,31,81,97,65,0,130,25,121,3,42,2,79,50,7,2,74,0,39,118,45,160,124,41,118,181,42,8,58,15,141,51,496,0
"Genomoviridae",11,0,1,5,1,4,5,1,1,1,8,5,0,11,11,0,2,0,4,4,9,11,2,3,5,2,0,23,8,5,3,0,0,8,8,1,12,9,0,0,9,6,0,1,6,7,3,0,0,0,2,11,1,2,3,11,24,7,2,4,0,0,8,0,4,6,12,0,12,8,3,0,0,6,0,5,0,4,0,13,3,21,0,8,0,4,4,8,2,2,1,21,10,2,1,0,3,8,4,13,0
"Hepadnaviridae",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Hepeviridae",1,0,0,12,0,3,1,1,0,0,0,18,0,0,0,0,0,0,7,6,0,0,10,12,2,0,0,0,1,9,5,0,0,16,10,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,7,0,13,6,2,0,3,0,0,0,16,0,3,15,0,0,0,2,0,0,0,7,9,2,0,0,0,7,0,0,0,80,0,33,1,4,0,1,0,0,10,0,0,0,0,2,9,0,0
"Hypoviridae",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,3,1,0,0,1,2,1,0,1,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,4,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0
"Inoviridae",4,0,0,5,2,0,8,11,8,2,0,2,1,4,10,1,1,0,0,2,3,6,3,12,1,0,0,0,3,1,4,0,0,12,5,0,13,9,0,1,1,0,1,0,3,2,1,0,0,1,9,1,2,0,6,12,4,1,2,3,0,0,12,1,2,1,8,0,3,6,0,0,1,4,6,1,0,4,0,7,0,0,0,5,13983,7,0,2,10,0,2,1,4,5,0,0,0,16,9,2,0
"Leviviridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luteoviridae",16,31,7,7,13,0,151,2,0,0,3,0,10,4,292,9,0,12,0,6,144,125,7,3,4,0,17,56,123,2,10,4,22,9,13,6,8,160,2,0,136,4,1,4,132,6,2,3,0,0,147,135,2,2,5,11,195,6,7,8,2,1,9,0,121,3,74,8,4,140,12,2,0,77,2,3,1,3,3,4,0,0,6,9,18,7,2,7,4,7,20,0,8,2,1,0,2,3,11,147,8
"Megabirnaviridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microviridae",15,0,0,3,0,22,21,51,2,0,7,9,1,4,8,1,0,0,21,7,35,16,7,3,17,18,5,16,15,3,10,0,0,13,5,1,10,17,2,0,15,20,1,1,17,9,6,0,0,0,6,12,10,0,1,7,10,2,11,8,0,237,13,0,7,4,16,1,7,12,24,3,0,11,21,4,0,14,0,5,18,8,6,6,0,17,10,32,24,48,0,2,8,3,549,5,276,6,3,28,0
"Nanoviridae",14,0,0,1,0,68,36,7,12,0,11,3,0,3,25,0,0,0,3,3,1,2,2,5,3,0,0,26,16,7,3,0,1,14,6,0,23,7,2,1,19,13,0,4,9,11,13,0,0,0,14,14,1,0,2,26,29,4,2,8,0,0,14,0,51,3,38,0,2,2,7,0,0,13,2,9,0,1,0,6,2,0,0,14,0,5,27,8,1,4,27,0,32,0,0,3,0,26,1,24,0
"Narnaviridae",16,1,0,1,0,55,55,4,6,0,10,3,0,4,34,0,0,0,0,2,15,20,4,2,5,0,0,20,10,1,20,0,1,16,2,0,11,3,0,0,8,0,2,4,7,12,7,0,0,1,10,9,0,1,4,27,6,10,8,10,0,0,16,0,5,2,11,0,5,15,2,0,0,24,0,12,0,0,0,7,0,6,2,13,1,4,17,5,7,4,5,1,21,6,0,0,0,4,5,43,0
"Nodaviridae",0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,1,0,0,4,1,0,0,0,0,0,10,0,0,1,3,0,1,0,0,0,0,5,0,0,1,1,4,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,3,0
"Partitiviridae",1,711,469,0,414,0,5,2,1,0,90,1,533,4,0,477,1,617,0,4,2,1,5,4,3,0,375,1,6,1,3,258,722,6,4,574,13,6,1,0,0,0,0,4,1,0,49,297,0,0,1,21,0,0,4,2,5,0,1,0,0,0,6,0,0,4,2,634,7,0,1,0,0,14,0,7,0,0,368,1,1,0,409,4,923,0,0,5,2,5,2,0,3,1,0,0,0,4,3,26,326
"Parvoviridae",29,0,1,30,0,15,18,17,13,2,9,14,1,10,132,0,0,0,9,7,30,18,26,10,12,0,0,29,20,4,19,0,0,40,14,0,24,158,6,1,43,10,3,10,27,30,8,0,0,2,24,20,29,1,16,30,44,21,11,10,1,0,40,4,35,47,24,0,5,59,10,1,0,59,7,17,1,4,0,11,2,2,1,12,0,27,15,10,9,5,7,0,19,4,4,2,5,33,56,38,0
"Permutotetraviridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"Picobirnaviridae",0,1411,74,0,1483,0,0,0,0,0,0,7,310,0,0,870,0,527,0,0,7,1,0,0,0,0,91,1,0,1,0,170,517,1,0,742,0,1,0,0,2,0,0,0,0,0,0,45,0,0,1,0,0,0,4,0,1,0,1,0,0,0,1,0,0,2,0,244,0,0,0,0,0,0,0,0,0,0,1647,0,0,0,159,0,135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23
"Pithoviridae",60,2,1,52,4,57,54,42,71,3,51,40,1,27,144,0,3,3,26,30,142,46,32,11,70,29,0,41,52,11,16,0,1,119,13,0,89,48,28,6,82,8,3,41,68,105,41,0,1,1,116,86,55,1,17,144,86,24,65,31,1,1,119,14,84,24,83,1,14,45,29,39,0,64,24,29,3,15,0,23,21,48,0,36,0,35,37,51,44,25,12,24,170,24,4,15,4,51,24,41,0
"Pleolipoviridae",2,0,1,0,0,0,0,1,2,0,0,3,0,0,3,0,1,0,0,0,1,11,0,2,0,0,1,4,4,0,1,0,10489,0,2,1,3,4,0,1,0,2,0,0,6,0,0,0,0,0,0,1,2,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,0,12387,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,1,20,0
"Potyviridae",30,25,17,9,5,18,25,16,13,2,25,19,32,17,89,5,2,11,198,60,37,32,26,35,21,0,10,37,70,24,46,4,60,28,39,4,21,37,10,5,64,15,2,16,78,13,3,11,1,1,48,51,11,0,17,33,58,24,30,10,0,2,28,1,14,28,65,28,21,38,26,4,0,78,10,29,4,12,15,37,3,0,28,16,16,25,6,19,16,14,9,5,81,8,27,3,18,24,13,44,5
"Quadriviridae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reoviridae",58,4,14,52,3,49,71,16,36,4,55,28,2,31,71,0,5,5,6,43,119,49,28,22,38,22,4,56,83,12,82,1,5,65,30,3,42,30,20,2,44,8,4,28,53,40,94,0,0,2,54,48,21,2,20,96,63,217,37,34,0,12,65,19,29,30,40,0,34,49,20,166,3,73,18,28,5,11,6,33,10,46,1,39,0,38,42,20,28,19,18,376,70,25,8,17,12,39,23,119,0
"Smacoviridae",1,0,0,1,1,0,8,0,0,0,0,1,0,2,1,0,0,0,1,0,0,5,0,0,0,0,0,0,6,1,0,0,0,0,1,1,1,4,0,0,4,0,0,5,6,2,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,1,0,0,1,0,9,0,5,1,3,0,1,6,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,2,4,0,2,0,0,0,3,0,0,11,0
"Solemoviridae",1,23879,14711,1,16684,0,0,0,0,0,0,0,13744,3,2,9745,0,18642,0,2,3,0,0,0,9,0,15097,0,1,0,4,9760,23406,0,0,25231,0,0,0,0,0,0,0,0,1,0,1,11262,0,0,0,0,0,0,0,7,2,0,2,0,0,0,0,0,0,3,0,17113,0,0,0,0,0,1,2,0,0,0,7346,0,0,0,14426,3,18323,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,10308
"Solinviviridae",2,0,0,0,0,3,0,0,2,0,0,2,0,1,40,0,0,0,0,0,24,3,2,0,2,0,0,0,1,0,6,0,0,8,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,3,0,2,0,0,8,1,6,2,14,0,0,3,0,0,0,30,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,6,0,2,1,0,0,0,1,0,2,0
"Spiraviridae",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Togaviridae",5,1,1,15,5,0,4,1,1,1,2,3,0,14,8,2,1,4,3,1,2,5,4,3,11,0,3,22,26,0,4,0,4,8,4,0,1,2,2,2,21,0,0,0,23,3,4,0,1,0,1,18,5,0,3,4,17,2,1,2,0,0,8,0,6,5,18,0,22,5,2,0,0,15,3,10,0,0,1,4,0,0,1,0,0,3,0,2,4,0,3,1,5,2,0,0,1,0,3,21,0
