"Family","stewartERR2027890","shiSRR873458","shiSRR873455","stewartERR2027917","shiSRR873463","wallaceERR983265","shiSRR873599","wallaceERR983268","stewartERR2027895","hessSRR094166","stewartERR2027928","stewartERR2027923","shiSRR873457","hessSRR094424","shiSRR873597","shiSRR873452","hessSRR094418","shiSRR873460","stewartERR2027903","stewartERR2027908","shiSRR873602","shiSRR873596","stewartERR2027927","stewartERR2027929","stewartERR2027912","wallaceERR983264","shiSRR873459","shiSRR873606","shiSRR873604","stewartERR2027909","stewartERR2027920","shiSRR873454","shiSRR873462","stewartERR2027889","stewartERR2027916","shiSRR873464","stewartERR2027891","shiSRR873595","stewartERR2027900","hessSRR094416","shiSRR873609","wallaceERR983263","hessSRR094415","stewartERR2027925","shiSRR1222431","stewartERR2027898","stewartERR2027918","shiSRR873456","hessSRR094419","hessSRR094403","shiSRR873598","shiSRR873605","stewartERR2027926","hessSRR094417","stewartERR2027915","stewartERR2027897","shiSRR873607","stewartERR2027924","stewartERR2027902","wallaceERR2027890","shiSRR1222429","wallaceERR2530126","wallaceERR2027889","stewartERR2027899","shiSRR1267595","stewartERR2027919","shiSRR873608","shiSRR873451","hessSRR094428","shiSRR873601","stewartERR2027910","stewartERR2027907","hessSRR094427","shiSRR873610","wallaceERR983269","stewartERR2027921","hessSRR094405","wallaceERR983266","shiSRR873465","stewartERR2027913","wallaceERR983262","stewartERR2027905","shiSRR873461","stewartERR2027911","shiSRR873453","stewartERR2027914","stewartERR2027901","wallaceERR983267","stewartERR2027893","stewartERR2027892","shiSRR873603","stewartERR2027904","stewartERR2027896","stewartERR2027894","wallaceERR2530127","stewartERR2027906","wallaceERR2282092","stewartERR2027930","stewartERR2027922","shiSRR873600","shiSRR873450"
"Gottschalkiaceae",1585,170,95,1284,89,2119,3209,864,1401,86,1674,1187,65,1548,6211,121,87,185,517,971,2976,2781,1249,1639,1638,1806,78,2686,2206,954,1561,37,185,2503,1999,96,1787,2908,1315,79,2980,870,106,970,2665,5406,940,17,133,89,2785,3263,948,74,1224,2251,3895,1170,1166,742,7,76,2503,1727,2309,1287,4061,36,1277,2824,1240,3748,79,4860,821,1767,101,1575,258,1703,972,927,128,1225,50,1418,1179,1137,1054,1147,1312,1020,2483,1045,239,423,485,1617,1220,5137,24
"Peptoniphilaceae",10038,3267,1494,9502,1973,12397,27018,9239,9773,1273,10155,9454,1817,15287,47785,1464,1231,2280,6582,9686,25704,23292,9935,11406,12982,13874,1581,18977,20843,10609,11684,1426,2317,14804,14188,2465,8702,28237,10196,1210,25993,9157,1384,8126,24598,20877,6718,1214,993,1224,25661,23834,7819,1261,10684,13793,25160,11045,9590,4858,113,4194,14804,27298,14786,11099,30084,1651,14030,29716,9450,20390,933,28822,6867,13074,1245,7321,2596,11931,10026,9983,1934,9821,2933,10854,9741,8272,8472,9394,7710,12110,16717,8975,6402,7598,18836,9897,9847,32067,1055
"Tissierellaceae",2624,657,393,2350,421,2623,5245,2236,2553,270,3168,2894,395,3112,10632,400,266,399,3315,2575,5650,8089,2846,2744,3221,2177,340,4983,5917,4303,3051,233,389,3221,3485,247,2281,5337,2344,298,5612,2068,326,1979,5181,4315,1757,277,205,262,5741,7029,1967,255,2405,3484,6297,3038,2735,1284,26,536,3221,4296,4637,2440,8873,633,2825,6968,2438,6001,168,8170,1719,2859,241,1890,745,2766,1655,3349,371,2610,645,2774,2593,1976,2383,2009,1967,2529,4829,2206,1182,1503,4736,2334,2264,8814,138
"Fusobacteriaceae",20105,2039,2781,12278,992,27137,32565,8517,17378,459,17689,11239,650,11612,80643,1134,477,1102,8027,10746,37361,29086,12338,11770,17919,10434,1275,29202,22170,7638,14312,589,3205,28482,16077,1197,21860,27991,12228,473,24945,7393,593,11157,20695,45089,10796,368,793,457,33793,25559,8958,470,11545,34054,30616,11362,11263,9793,100,965,28482,26280,23045,11300,34681,1053,8966,29282,11796,30291,544,41921,5879,14733,475,10619,1502,15954,8452,8946,2357,13756,1243,13009,13711,9497,15965,12148,11871,9067,27191,9747,2196,4642,5151,17664,10604,57034,495
"Leptotrichiaceae",12639,1602,1077,7793,762,18088,20827,5823,11479,399,10528,7379,1145,8261,50818,1009,383,1049,6213,6871,22798,18788,7864,7466,10875,9396,789,17885,14685,6367,9760,887,1250,17818,10482,1006,12965,20212,7658,363,18184,4986,484,7362,14712,24181,7325,367,558,374,23662,16604,6098,389,7387,20648,19493,8666,7293,6155,72,1243,17818,20268,15366,7381,24644,957,6774,20002,7652,15011,396,27758,4037,9310,404,7310,1316,9805,6463,6877,1051,8298,1212,8327,8512,6220,9993,7237,6865,7533,17790,6349,2381,3086,5649,10622,6885,33739,1039
"Gemmatimonadaceae",3035,891,399,3740,579,767,8213,2814,3176,976,3966,3149,882,8020,9068,819,995,838,2164,3778,8089,8217,5123,3472,4702,3408,718,10052,10844,4735,4734,391,525,3690,4798,584,3123,9685,3375,1017,11931,2443,1040,3203,13374,2868,3100,587,527,964,7839,10461,3346,1029,3007,4307,9300,4060,4459,1356,74,3906,3690,4713,6815,4424,10588,495,9041,11169,3105,2236,596,9991,2621,4133,944,985,1123,3778,1358,4094,821,3338,936,5020,3352,2985,2342,4199,2977,4021,5879,4119,2480,5331,8571,2849,3841,9674,418
"Ignavibacteriaceae",926,217,99,698,97,1288,3530,664,499,66,963,679,94,1158,3736,166,52,161,328,703,1825,1737,780,624,966,690,234,2032,1788,379,1035,143,89,1249,1131,66,938,2466,624,50,1994,739,75,674,1719,2492,598,158,62,50,2552,2062,525,52,688,1425,1847,646,714,427,14,151,1249,866,1891,697,2561,50,1005,2033,748,2689,51,3365,452,791,58,568,282,943,611,407,143,884,151,787,476,706,990,572,1048,868,1638,532,232,372,347,877,681,4009,34
"Melioribacteraceae",671,175,81,558,122,473,1470,763,499,127,701,548,248,1811,2047,120,150,195,477,750,1698,1790,733,605,744,476,113,1390,1904,479,741,120,95,720,734,349,593,2500,730,125,1762,649,126,513,2216,898,561,71,120,128,1755,1853,528,144,561,868,1621,661,707,318,7,475,720,612,1248,727,2160,83,1790,1753,555,1266,99,2026,471,671,135,252,181,671,430,562,139,567,149,733,646,534,384,482,406,518,1530,535,503,580,1043,549,628,1919,100
"Kiritimatiellaceae",1808,716,265,2133,369,664,4383,1517,1124,584,2748,1458,295,5272,3244,257,611,687,735,2314,2102,3016,3450,1566,2739,1072,526,4968,5888,1160,2727,251,308,1943,2389,881,2019,3624,1407,532,4754,1178,566,1983,6293,816,2029,207,298,586,2493,5309,1927,561,1434,2669,4214,2213,2774,815,35,588,1943,1694,2526,2667,4788,293,5681,3876,1339,851,348,5940,1637,2137,548,503,690,2244,578,1186,675,1574,391,2907,782,1788,1128,1257,1959,1008,2821,1434,510,967,2190,1406,2377,4469,237
"Nitrospiraceae",3194,841,320,3308,444,1888,9184,3555,2367,708,3738,3135,550,7314,10559,576,711,822,1989,4069,8634,8063,4223,3704,4442,4514,612,7952,9345,2294,4235,527,559,3667,4766,790,2627,8927,3206,687,11705,3112,759,2980,11098,3178,2590,406,452,748,7732,9902,3080,728,3330,3980,8832,3689,3826,1477,54,2725,3667,5673,6412,4232,9054,503,7440,10634,3409,4252,427,8218,2759,3987,687,1564,831,3894,1967,3428,723,3421,989,4320,2924,3116,3094,3921,2713,2816,4940,3729,2017,3476,7012,2960,3583,10138,319
"Phycisphaeraceae",1151,415,143,1606,267,300,2888,1139,1158,370,1419,1454,255,2950,3518,250,374,326,1267,1605,2205,2378,2143,1380,1871,983,238,3433,3640,1523,1852,171,221,1539,1920,213,1254,3040,1633,350,5678,1024,385,1144,5211,903,1149,152,173,382,3480,3958,1349,442,1264,1669,3934,1527,1849,565,15,724,1539,1323,1919,1973,4122,199,3269,3647,1367,823,206,3513,1019,1894,422,549,338,1561,405,1579,350,1409,315,2245,1153,1127,1012,1640,1132,1791,2542,1738,731,1373,3281,1094,1712,2776,143
"Candidatus Brocadiaceae",1231,103,56,833,34,550,2153,793,1052,68,1919,592,93,1051,1995,453,81,89,1792,1192,908,2216,874,480,1037,644,161,1727,2853,612,1817,42,80,786,1248,52,714,2342,1414,74,1820,587,88,1394,1367,697,1023,171,55,80,1603,1623,636,100,478,733,1706,2000,827,572,10,399,786,1015,1230,673,1843,282,926,1589,1098,940,51,2671,516,735,80,503,148,695,769,740,82,621,105,873,600,671,2280,1055,412,437,950,413,1165,508,1584,504,541,2305,27
"Gemmataceae",2533,463,157,2605,295,540,5942,2310,1802,769,3284,2255,230,6582,5990,346,754,414,1453,3346,5165,5780,4081,2471,3665,2272,240,5807,6569,1909,3539,238,258,2737,3350,275,2272,5418,2460,820,7843,1611,846,2402,8193,2025,2349,370,343,787,4703,7128,3065,843,2172,3102,6439,3033,3398,1157,48,1034,2737,2052,4537,3566,7511,204,7659,7504,2422,1929,396,6530,2069,3326,795,979,483,2931,643,3108,334,2479,444,3652,1773,2274,1950,2802,2064,2019,4219,2607,1143,1868,4288,2175,3078,5638,235
"Isosphaeraceae",5014,1650,575,5875,838,1678,13049,5155,4082,1661,6683,4930,803,13621,16279,675,1680,1170,3756,7196,9772,12274,8223,6065,8071,3906,908,14390,16477,4804,7793,629,861,6430,7920,961,4921,12475,4691,1672,18146,3963,1781,5318,21063,4586,5446,572,761,1615,10116,15707,5737,1814,5401,6923,15816,6396,7002,2297,70,2414,6430,4212,8800,7579,17034,724,14978,15403,5092,3838,805,13308,4506,7399,1654,1495,1111,6343,1547,4490,1025,5507,1334,8030,3257,4620,4251,4609,4841,4162,9312,4729,2380,4027,10414,4656,6738,16299,461
"Planctomycetaceae",8461,2773,1308,9408,1609,3647,26610,9694,6609,2438,11517,8620,2483,22675,32724,1721,2448,2434,7116,11359,25471,23676,13881,9577,12871,8161,1867,25588,28852,8755,12531,1401,1653,9759,12993,1927,8217,23650,7389,2411,29210,7776,2685,8752,34431,9232,8848,1461,1297,2404,22131,28468,9498,2501,9349,11550,26956,11657,12277,3857,184,6137,9759,8452,20346,12116,30881,1302,24000,30855,8698,7146,1406,24625,7924,11669,2437,4443,2764,10883,4541,7798,2556,9479,2953,13058,7062,8425,7923,8785,8284,9441,17346,10462,6649,9055,18461,8200,10679,32670,1052
"Acidithiobacillaceae",1633,519,296,1530,269,698,6323,2108,1711,355,1844,1740,378,3346,6207,328,359,448,1332,1886,5869,5027,2094,1688,2169,3255,417,5154,7885,1685,1984,248,309,1860,2402,328,1200,6044,1636,368,6273,1698,407,1297,5857,1828,1249,296,203,381,4938,5679,1417,420,1620,1833,5624,1910,1983,749,42,1982,1860,2376,3546,1996,5634,236,3452,6363,1910,1844,177,4750,1311,2064,364,1152,423,1931,1016,3833,397,1666,552,2303,2791,1482,1481,4112,1238,3885,2388,4588,1412,2520,4124,1797,1826,8446,251
"Caulobacteraceae",13291,3840,1530,14034,2269,4228,37079,13136,11654,3683,15955,13407,2491,27569,49825,1894,3639,3517,9801,17569,31052,33320,19110,15184,19574,12573,2386,40329,45628,11463,18284,2045,2206,15008,19625,2602,11274,35534,15864,3721,54172,11193,3934,11746,60151,12625,11764,1798,1361,3637,30223,45874,14289,3814,13962,16033,41740,16438,17087,6046,233,8766,15008,13763,26949,18870,45677,1873,30601,44761,14762,10006,1523,36932,10623,18741,3721,5413,3670,15712,4860,14271,3412,14689,4044,20215,11388,11394,12162,17044,11070,14668,23418,18968,7762,16937,30078,12620,16621,39225,1338
"Caedimonadaceae",199,69,53,145,35,172,344,201,101,25,242,187,60,345,549,53,15,49,65,127,273,258,239,138,170,47,44,457,318,86,249,29,45,166,233,65,178,433,122,16,285,186,23,236,242,233,253,67,19,17,414,315,152,21,92,248,251,257,175,76,2,15,166,103,220,160,440,50,303,531,151,32,22,463,103,129,23,167,112,186,64,40,67,106,57,238,81,142,273,113,138,39,371,107,14,8,44,192,154,656,42
"Candidatus Paracaedibacteraceae",239,188,158,191,31,195,1601,145,145,23,257,158,98,332,1293,36,25,59,117,192,741,472,179,219,246,216,34,1248,616,114,204,148,101,290,208,16,295,479,148,27,646,157,28,151,538,703,182,24,22,21,379,1044,163,21,160,382,1029,199,246,115,1,83,290,77,659,178,671,137,334,377,141,136,22,679,126,162,37,106,79,199,142,43,58,163,70,147,136,162,163,128,400,61,584,107,62,29,200,237,148,2080,145
"Holosporaceae",522,79,12,239,38,405,623,120,338,13,285,255,28,334,1656,68,10,41,159,153,623,674,254,153,319,151,26,598,539,201,250,29,34,483,282,33,416,838,270,21,748,171,27,229,665,394,238,7,24,11,871,672,204,17,187,608,694,254,271,247,3,312,483,437,546,244,956,41,287,559,222,862,33,780,96,232,19,208,58,306,194,261,77,211,40,248,314,168,282,256,197,297,523,225,297,332,303,322,213,1145,17
"Magnetococcaceae",369,158,49,379,64,235,1888,397,243,96,393,307,102,932,1680,76,78,110,304,378,880,1468,483,535,454,570,125,1059,1254,415,518,79,138,459,503,73,363,1746,293,93,1229,415,96,351,1148,445,278,75,51,91,1656,1462,386,88,452,466,1197,435,378,171,3,174,459,339,1145,446,1363,80,953,2038,291,308,51,1109,297,597,67,195,130,418,267,458,94,316,120,498,341,319,237,372,313,465,870,211,156,338,601,350,395,2789,61
"Parvularculaceae",312,73,41,249,43,80,635,259,159,49,228,257,122,480,867,42,52,92,215,297,485,615,318,345,330,293,37,898,870,262,380,49,54,276,374,62,177,749,334,57,877,210,76,216,944,306,284,19,25,50,649,904,321,50,338,276,638,323,353,141,6,122,276,194,714,322,660,25,517,560,263,176,46,819,195,297,60,95,188,247,98,224,114,290,75,290,164,221,202,315,182,152,513,322,129,105,383,199,277,646,26
"Pelagibacteraceae",4550,312,720,2440,167,6208,4331,1892,3854,112,4182,2274,74,2476,18397,126,102,218,1616,1914,6486,5703,2581,1776,3778,2821,700,5856,4893,1601,3087,57,605,6229,2596,496,5396,5453,2047,88,4541,1442,124,2440,4665,6810,3121,60,133,96,6091,4739,1983,95,2134,8320,7230,2549,2520,2183,17,265,6229,3501,4195,1775,6940,342,1899,4278,2247,2286,128,7150,1146,2372,108,1569,232,3099,1877,1820,308,2918,174,2482,2989,2072,3484,2024,2134,1759,5776,1518,425,825,1053,3653,1905,7427,95
"Aurantimonadaceae",2727,973,408,3255,677,870,7357,2999,2041,770,3259,2745,878,5924,8155,421,768,869,2296,3421,5708,6514,4145,3489,4328,2576,666,6413,9264,2508,3777,634,649,3304,4532,748,2233,7956,2697,786,10330,2149,814,2470,11682,2208,2446,428,291,737,5312,9158,3358,798,3424,3272,9000,3610,3594,1267,57,1629,3304,3536,4409,4097,9244,541,6163,8031,2982,2746,356,7507,2440,3931,764,1328,858,3334,1316,2703,871,3340,826,4327,2378,2499,2295,2902,1878,3138,4510,2778,1658,2945,6894,2582,3489,8167,379
"Bartonellaceae",3935,911,471,2659,513,4445,8340,2401,3036,297,3720,2770,409,4843,17765,1020,307,920,2629,3021,7692,9586,3397,2323,3704,3157,469,9013,7647,2457,3970,410,740,4356,3437,838,3793,10640,3423,263,8451,2158,384,2881,8190,5695,2761,510,310,255,10496,8920,2269,289,2307,5584,8236,3802,3007,1995,58,1183,4356,3836,8209,2593,9556,465,4352,9472,2774,3427,283,8853,1729,3154,307,2410,848,3182,2023,2425,722,2685,857,3222,2552,2298,4157,2318,2530,3605,6237,2315,1486,1752,2835,3274,2550,12336,378
"Beijerinckiaceae",2164,644,297,2353,351,850,4957,1888,1357,536,2369,2168,524,4132,8269,334,531,579,1516,2545,4934,4892,3003,2541,3043,2376,342,5058,5803,1690,3149,343,423,2415,3355,532,1654,5611,2145,531,6779,2092,573,2202,7472,1977,1803,266,202,522,4251,6042,2331,582,2400,2569,6947,2767,2796,1012,42,1472,2415,2235,3087,3081,6523,360,4575,6637,2299,1421,247,5022,1698,2844,553,838,505,2529,1214,1743,486,2385,888,3150,1589,1814,1712,2076,1563,2302,3273,2156,1324,2603,5251,1994,2594,6997,365
"Bradyrhizobiaceae",28348,7732,3346,30877,5191,9789,71836,27874,25563,7428,35797,28815,5709,53235,89584,4288,7233,6972,23392,36490,67704,66626,42390,32505,40913,28730,5639,70510,90440,27132,42415,3934,4832,31546,43221,5660,24309,76848,29767,7195,104140,22548,7583,27902,112979,24181,27159,3855,2527,7090,57298,89026,30182,7623,31713,35211,83967,37614,37379,13286,508,23698,31546,33970,53409,41032,90807,4254,58033,84653,29509,22993,2880,74172,22971,39964,7145,12257,7108,34574,12924,35158,6700,31324,9010,42693,27297,24451,25504,38726,21418,37917,47312,38544,20289,32475,89183,26186,34939,79368,3305
"Brucellaceae",2835,930,460,2509,545,1591,8150,2693,2013,497,2707,2615,1082,4356,12221,971,511,735,2219,3250,7989,7455,3311,2629,3059,2676,546,7471,8674,2133,3181,778,536,2639,3563,726,1974,8433,2615,451,9921,2365,533,2360,11046,3527,2116,471,259,451,7671,8308,2429,485,2591,3098,8142,3359,3203,1313,55,1294,2639,1703,6418,3342,7851,749,4367,8136,2486,2796,251,7728,1980,3079,499,1781,966,2851,1299,2100,822,2817,1608,3409,1773,2157,2141,2670,1946,2412,4724,2238,1613,1924,5071,2424,2580,9549,447
"Chelatococcaceae",1417,423,159,1380,193,303,2926,1227,1440,349,1621,1352,183,2376,3433,345,359,237,734,1828,2460,2972,1890,1489,1893,2015,172,2900,3620,1679,1898,150,227,1617,1981,207,1366,3163,1572,348,4346,1252,354,1242,4587,1298,1161,151,132,339,2277,3738,1421,369,1542,1770,3995,1494,1706,645,22,1875,1617,2390,1980,1825,3746,179,2611,3148,1442,1458,141,2880,999,1972,339,431,313,1751,631,2652,281,1624,402,1929,2252,1133,1146,2056,1067,2942,2244,2087,1188,1728,4913,1231,1692,4695,209
"Cohaesibacteraceae",620,291,142,635,218,336,1571,836,631,155,744,606,176,1512,1920,222,146,362,936,1011,1817,2255,828,758,888,1360,273,1580,2412,701,821,102,174,714,891,326,481,2844,922,143,2478,608,156,426,2860,616,511,167,82,149,2342,2297,815,157,624,808,1890,830,741,282,17,680,714,1222,1209,854,1925,251,1477,3019,732,496,80,1605,559,853,149,316,258,631,667,1149,203,627,305,925,851,598,877,1148,454,933,1076,1024,743,1122,2312,717,661,2286,216
"Hyphomicrobiaceae",7535,3167,1639,8075,2469,2706,23251,7705,7171,2092,9562,7951,2042,16545,29280,1478,1991,2722,6103,9299,20141,20900,11419,8811,11107,9683,1924,20612,25984,7470,10862,2151,2061,9064,11621,1983,6497,23897,9378,1993,28738,6789,2097,7300,33074,8186,6920,1607,900,1973,18951,26512,8364,2186,8511,9188,24783,9653,10046,3546,159,6505,9064,9502,13604,10953,27151,1533,17968,25454,8059,6985,953,21316,6442,11106,2049,3721,5095,8981,3761,8976,2431,8479,3209,11424,7562,6682,6741,10957,6635,9548,13312,11262,5339,9100,20642,7205,9342,25188,1232
"Methylobacteriaceae",12404,2947,1144,14864,1984,4221,31993,13099,11196,3752,16871,13388,2933,24632,39729,1854,3807,2848,9585,16742,30253,30342,20832,15737,19558,13997,2134,35061,41613,11977,19035,1752,1804,15748,20260,3025,11586,32037,14006,3808,49129,11954,4009,12675,55749,11649,12955,1700,1277,3681,26377,42114,15427,3961,14605,16640,38409,17227,17901,5813,218,8609,15748,15691,22449,19740,43236,1739,27968,43494,13535,11223,1557,33007,10805,19837,3834,4482,2525,16151,5607,16387,2842,15071,3653,20388,12349,11074,11971,16561,10346,16728,23306,19941,8413,15448,36555,12417,18190,31790,1508
"Methylocystaceae",1609,591,262,2112,316,575,4795,1833,1643,513,2376,1849,332,3904,5763,249,534,530,1511,2698,4109,5132,2797,2283,2844,1833,386,5568,7064,1786,2651,257,336,2259,2909,456,1709,6075,2084,515,7526,1667,564,1828,8371,2106,1858,276,213,519,3842,6522,2067,547,2142,2309,5831,2559,2500,717,31,1133,2259,2407,4828,2746,5763,350,4081,5771,1955,2767,234,5409,1613,2502,501,610,511,2451,1195,2361,479,2105,500,2862,2017,1637,1533,2946,1534,2503,3165,2793,1185,2717,4479,1723,2443,6144,258
"Phyllobacteriaceae",11677,3840,1573,12719,2172,4336,31198,12205,10127,2870,14236,12966,2696,21692,40120,1996,2884,3344,10805,15251,25406,27336,17062,13757,16512,15986,2151,30728,36681,11152,16563,2197,2011,12767,17123,2560,9487,35517,12086,2777,43468,9647,3063,11028,44697,10094,10657,2329,1040,2798,24409,38157,12277,2943,13336,13979,36600,15677,14959,5429,245,9188,12767,15944,23294,15974,37213,1880,23720,36438,12544,11300,1223,32138,9409,16853,2809,4880,3195,13582,6300,15406,3224,12974,4054,17020,12210,9733,10361,16204,8819,14991,21191,16110,9115,14015,32828,10977,13803,34362,1620
"Rhizobiaceae",27112,8247,3785,29160,5546,13107,76392,28354,25486,6689,31560,28893,7395,53980,98470,4977,6513,7581,23223,34857,78641,74621,37902,33319,39317,36523,5683,70401,92365,30293,39040,4898,5588,31438,41626,6973,22374,80723,29266,6581,102246,23588,7084,25945,109720,28833,23961,3867,2802,6592,65283,88691,28561,7021,32392,33210,90160,34900,33961,12781,531,27062,31438,39416,55657,37536,89530,5251,55827,88981,28495,25795,3039,76084,22067,38288,6516,12930,7917,32578,16671,34513,7104,31073,9996,40030,29306,23338,23813,38248,21270,39517,47192,39648,21411,34266,79068,25939,31730,99466,3689
"Rhodobiaceae",1080,273,143,1362,181,525,3490,1290,1411,243,1434,1394,356,2222,5246,261,252,319,1430,1427,3381,4199,1714,1557,1678,3035,261,3998,4774,1254,1618,194,219,1384,1727,550,936,4191,1401,261,4991,1020,278,1215,5585,1942,1151,174,115,240,3254,4432,1423,257,1286,1322,3559,1742,1558,503,34,1049,1384,2821,2889,1503,4291,259,2375,3659,1453,1242,111,3532,962,1720,233,521,371,1508,855,2973,368,1271,408,1575,1809,1112,1303,2150,867,2426,2282,2600,1009,2045,3382,1143,1550,3385,194
"Xanthobacteraceae",4938,1372,718,5436,861,1544,12822,4692,4441,1394,5945,5164,1137,10103,14706,759,1404,1481,4299,6399,12133,11445,7614,5549,7393,6519,1030,12834,16918,4947,7046,688,907,5719,7442,1111,4166,12259,5570,1438,19117,4565,1443,4805,21338,4003,4413,695,518,1431,10375,16219,5500,1437,5565,6119,16005,5841,6355,2315,89,3350,5719,5843,8306,7029,15039,611,11136,15277,4995,4620,514,12148,3979,7410,1357,2355,1100,5733,2683,6775,1189,5246,1376,7476,5438,4210,4867,6555,3682,7378,8975,9073,3057,5868,13571,4853,6251,14947,786
"Hyphomonadaceae",2262,718,337,2455,840,1427,5665,2441,1881,604,2460,2517,554,4932,7189,413,535,621,1719,3021,5241,5484,3286,2559,3232,3425,438,6018,7272,2482,3192,375,524,2675,3409,625,2007,6393,2472,531,8939,2394,647,2116,9241,2891,2008,373,265,537,5306,7551,2447,533,2737,3072,7389,2858,3149,1028,44,1752,2675,3271,4217,2942,9026,404,5254,7672,2331,3013,299,7971,1896,3200,561,1076,814,2655,1459,2572,519,2711,762,3358,2113,2062,1952,3039,1680,3125,4487,2860,2124,2312,6157,2474,2656,7317,372
"Rhodobacteraceae",40555,13306,5673,46782,8057,18847,111618,45184,36951,10823,51945,44703,9397,85734,140294,7660,10779,12044,36508,53856,98282,105715,62268,51920,61310,47845,9868,107423,142223,40841,61985,7559,8484,48431,66093,10091,34915,120271,44063,10844,161002,39395,11622,40385,172018,40921,38751,6878,4307,10596,97772,134968,45992,11281,48444,51013,131950,54307,55307,18939,788,32540,48431,43796,78268,61382,141200,7858,91714,130651,45762,38426,4912,114747,35363,61436,10675,19666,12293,51543,22575,47257,10984,48908,14607,63277,38379,37355,39734,52234,32427,49277,78615,52613,27793,44501,103426,40431,51472,122108,5268
"Acetobacteraceae",15328,6155,2325,15112,3489,7278,42547,15959,12114,3537,16861,15429,4206,30172,52931,3539,3487,4248,13523,18386,37947,39724,20643,16495,20566,17968,3251,38930,49501,14409,20082,2923,3040,16548,21871,3798,12284,46102,14604,3564,56017,13221,3854,13407,58547,17329,12700,2524,1638,3459,36149,50390,14684,3722,15310,17855,48014,19319,18505,7222,301,11631,16548,15454,28607,19433,49634,2893,31781,50368,14959,14834,1785,42429,11639,20129,3488,6980,4939,16961,9057,15213,4215,15723,5359,20866,12812,13120,13872,16576,12337,16650,25895,16066,10673,14917,34919,14848,17323,48151,2467
"Rhodospirillaceae",18173,8423,2897,19034,4656,5990,46980,17078,15727,4603,20833,17352,6129,35769,53573,2861,4565,12861,14172,21894,44210,43140,25280,20343,25306,21966,4799,47652,60124,15274,24508,5075,8164,21278,26920,5500,15110,44801,17857,4635,69374,16322,4814,15993,73398,15760,15482,3223,1856,4602,37982,59852,19061,4918,19257,21916,55593,23358,23792,8403,337,14624,21278,17921,33851,25224,61611,5281,38641,59031,18895,14637,2033,47676,14487,25173,4723,8018,5945,20492,9014,18429,9120,19674,5428,26652,14841,15619,16861,21288,13683,18987,31017,20662,10520,17835,36665,16754,21894,48991,2412
"Anaplasmataceae",3562,389,295,2707,184,4154,5978,1817,2894,184,3254,2164,195,3578,12790,194,170,240,1927,2258,6028,6338,2779,2261,3544,2372,252,6198,4740,1361,3169,117,352,4683,2987,174,3889,5212,1904,198,4906,1437,221,2214,4239,4946,2722,112,204,198,5201,5569,2033,168,2312,5866,5599,2628,2758,1692,25,422,4683,4652,5436,2395,6936,238,2924,4470,2186,2520,197,7891,1329,2689,198,1645,473,3080,1326,2021,246,2555,251,2620,2477,1936,2441,2380,2165,1860,5089,1990,630,993,1218,2979,2162,11436,121
"Candidatus Midichloriaceae",303,56,15,255,34,338,543,209,235,27,365,241,24,488,617,40,28,32,111,218,402,345,346,190,376,300,34,503,467,132,311,18,60,470,301,54,274,267,322,25,482,222,36,346,496,347,346,17,32,34,494,550,211,30,190,477,494,334,330,131,3,43,470,509,382,260,615,13,482,383,258,539,34,659,156,245,33,115,39,318,173,109,34,275,30,326,170,229,421,230,208,100,365,273,83,127,125,272,234,461,14
"Rickettsiaceae",4503,253,200,2550,140,5721,6411,1683,3485,163,4015,2055,67,3238,14644,103,155,176,1693,2019,6874,6206,2654,1796,4070,2160,149,6163,4433,1533,3339,67,278,5766,2788,137,5444,5220,2106,154,4846,1706,192,2608,4198,3625,2597,58,206,157,7041,5375,1865,169,2391,8174,5873,2728,2714,2189,21,584,5766,2308,5245,1959,6815,81,2949,5567,2403,3381,204,7580,1186,2466,147,1556,217,3147,1844,1670,208,2905,117,2842,2714,1911,3267,2026,2285,1840,6181,1562,589,1044,1393,3405,2191,10856,49
"Erythrobacteraceae",9848,3150,1481,11381,1985,4307,30032,10983,9472,2740,12326,11414,2825,21232,31924,2216,2612,2790,9600,13586,29766,28289,15054,12190,15063,11213,2632,29601,35394,10418,14873,1844,2037,11542,15964,2521,8311,28877,10866,2682,38154,8571,2880,9842,41148,9661,9226,2108,1154,2690,23323,31911,10834,2823,11731,12537,32314,13481,13787,4591,194,7876,11542,11565,21341,14516,34278,1837,22587,34572,11297,9413,1277,30993,8660,14728,2684,4855,3119,12406,5316,11945,2972,11072,4434,15427,9764,8935,9872,12533,8717,13173,16636,12824,7532,11685,25504,9804,12454,32636,1552
"Sphingomonadaceae",32007,8819,3931,35184,5545,12030,95623,32734,30113,8593,39113,33872,6878,65381,108939,5602,8532,7835,27598,42794,84139,82209,48674,38281,46644,36590,6200,96388,110133,31790,47264,4618,5140,38264,48066,7051,28256,91072,35479,8625,126076,26951,9057,30668,135112,32192,29819,4528,3351,8328,75001,105132,35032,8901,35602,40515,96001,41665,42680,15114,632,25279,38264,40464,66805,46893,109987,4813,70962,104788,35049,26025,3677,93528,25918,46323,8639,14443,8712,38749,15479,42584,7414,35230,9404,47889,32717,28436,30338,44230,27504,44535,57874,46251,23841,36639,78856,31419,40060,103159,4247
