"Order","stewartERR2027890","shiSRR873458","shiSRR873455","stewartERR2027917","shiSRR873463","wallaceERR983265","shiSRR873599","wallaceERR983268","stewartERR2027895","hessSRR094166","stewartERR2027928","stewartERR2027923","shiSRR873457","hessSRR094424","shiSRR873597","shiSRR873452","hessSRR094418","shiSRR873460","stewartERR2027903","stewartERR2027908","shiSRR873602","shiSRR873596","stewartERR2027927","stewartERR2027929","stewartERR2027912","wallaceERR983264","shiSRR873459","shiSRR873606","shiSRR873604","stewartERR2027909","stewartERR2027920","shiSRR873454","shiSRR873462","stewartERR2027889","stewartERR2027916","shiSRR873464","stewartERR2027891","shiSRR873595","stewartERR2027900","hessSRR094416","shiSRR873609","wallaceERR983263","hessSRR094415","stewartERR2027925","shiSRR1222431","stewartERR2027898","stewartERR2027918","shiSRR873456","hessSRR094419","hessSRR094403","shiSRR873598","shiSRR873605","stewartERR2027926","hessSRR094417","stewartERR2027915","stewartERR2027897","shiSRR873607","stewartERR2027924","stewartERR2027902","wallaceERR2027890","shiSRR1222429","wallaceERR2530126","wallaceERR2027889","stewartERR2027899","shiSRR1267595","stewartERR2027919","shiSRR873608","shiSRR873451","hessSRR094428","shiSRR873601","stewartERR2027910","stewartERR2027907","hessSRR094427","shiSRR873610","wallaceERR983269","stewartERR2027921","hessSRR094405","wallaceERR983266","shiSRR873465","stewartERR2027913","wallaceERR983262","stewartERR2027905","shiSRR873461","stewartERR2027911","shiSRR873453","stewartERR2027914","stewartERR2027901","wallaceERR983267","stewartERR2027893","stewartERR2027892","shiSRR873603","stewartERR2027904","stewartERR2027896","stewartERR2027894","wallaceERR2530127","stewartERR2027906","wallaceERR2282092","stewartERR2027930","stewartERR2027922","shiSRR873600","shiSRR873450"
"Euzebyales",1107,444,169,1179,265,288,2864,1150,1051,358,1264,1046,296,2857,3566,423,352,481,1311,1279,2155,2535,1620,1361,1623,769,354,3610,4154,768,1649,191,280,1288,1622,291,932,2660,1069,311,4179,976,379,1036,4575,743,1051,274,175,349,2439,3703,1068,335,1330,1360,3389,1347,1488,525,34,726,1288,574,2562,1668,3705,211,3068,3178,1180,617,174,3233,955,1746,319,493,497,1238,353,720,432,1341,603,1670,530,998,763,1084,921,637,2010,888,543,687,2318,975,1356,3397,167
"Rubrobacterales",3233,926,427,4246,566,1106,10458,3682,3312,1176,4447,3692,656,8678,11545,591,1073,753,2739,4365,9842,8121,5523,4438,5611,4216,607,10124,12622,3646,5325,405,604,4220,5627,583,3150,11288,4740,1113,15071,3515,1215,3398,16380,3537,3156,529,446,1089,9744,13235,4084,1220,4107,4571,12526,4376,4722,1473,62,2210,4220,3818,6980,5385,13270,491,9844,13206,3892,3806,565,10516,3284,5799,1057,1452,746,4585,1863,3651,752,4301,1072,5943,3173,3390,2970,4681,3315,4393,6999,5205,2127,3705,10021,3185,4944,10726,554
"Solirubrobacterales",1303,309,103,1654,200,326,2994,1151,987,389,1739,1367,247,2514,3054,169,371,256,738,1542,2700,2676,2489,1523,2187,1060,251,2946,3868,1219,2202,182,184,1637,2287,248,1272,3482,1483,368,4752,1005,424,1298,5730,1215,1166,139,113,377,2299,4314,1606,403,1645,1949,3873,1693,2052,614,21,647,1637,1492,1438,2309,4118,157,3021,3518,1430,1215,159,3449,1087,2158,323,445,269,1892,688,1292,232,1561,361,2419,1048,1172,1002,1415,1055,1463,2416,1376,586,1551,4169,1185,1988,2923,156
"Aquificales",2701,694,357,2399,307,3531,9632,2385,2243,337,2994,2362,478,4205,15432,435,284,413,1610,2439,7699,6951,2831,2376,3349,2574,307,6670,6731,2304,3289,307,429,3571,3447,476,2745,6701,2177,266,6816,2187,343,2036,6128,4889,2045,285,254,310,7233,6661,2264,307,2461,4297,7066,2872,2910,1287,54,863,3571,3572,6507,2468,9270,376,3971,7857,2465,3442,213,8755,1747,2792,310,2047,510,3100,1718,2042,534,2612,629,3048,2307,2302,2269,2213,2343,2947,4129,1960,1518,2045,2358,2821,2427,11188,199
"Desulfurobacteriales",594,133,77,689,155,798,1553,691,563,126,815,718,183,1357,2468,108,94,157,555,797,1386,2053,789,891,925,729,139,2000,2037,734,947,68,128,928,915,229,580,1730,934,125,2695,775,120,620,2464,1298,507,94,80,114,1607,2094,586,129,813,948,2285,746,793,271,7,504,928,862,1591,745,2460,128,1401,2024,636,1496,82,2747,559,1027,122,1033,210,866,560,557,180,659,278,810,502,660,865,603,452,777,1257,631,290,488,1171,636,677,1960,49
"Chthonomonadales",277,136,59,277,85,127,2064,528,297,84,402,308,70,993,1238,67,85,128,260,392,799,1266,451,443,475,253,88,1338,1717,845,435,66,77,369,584,181,287,978,366,81,1487,260,67,338,1712,600,330,47,34,79,705,1760,303,82,369,376,1577,434,490,132,9,233,369,297,1276,363,1433,41,990,1003,422,144,58,1418,291,523,77,363,193,446,233,295,141,441,92,448,280,383,315,352,466,513,495,414,360,203,1183,464,376,2116,33
"Fimbriimonadales",700,484,162,737,160,292,3362,825,588,235,911,682,244,2286,2376,133,231,277,773,810,3211,2258,1123,743,1045,685,128,2299,2618,534,1032,203,176,928,1139,160,629,2159,879,217,2737,726,247,672,2994,1173,700,135,140,244,2114,2730,703,227,648,954,2898,749,964,349,13,326,928,696,1270,1042,2657,121,2340,2171,821,601,149,2395,735,915,237,327,285,953,348,478,222,847,320,1084,490,814,644,635,947,516,1171,614,355,583,1185,646,860,3735,86
"Bacteroidales",1823824,782267,509870,1051452,408521,1601851,5871218,2247848,1520469,102155,1411878,1855832,645824,1289685,6396288,773507,98694,688959,3672937,2604869,4855941,7194845,1948780,1153839,1419779,1292999,744642,8010727,7253664,2228271,2044759,379794,502194,1119002,1584516,538854,802682,5647261,1676415,99677,5261678,1104182,112841,1389851,5096088,2666089,1765611,476376,129543,99332,4903262,5283703,1391876,104031,1031489,1648930,5012698,2408777,1888375,861922,36992,2170902,1119002,1669999,6249023,1061127,4967208,584037,1204416,6797811,1380814,1173008,116184,6899637,647741,1521085,100714,1035773,1045625,1270402,1585178,1992573,1024234,1277193,1025296,1548538,1721187,1078844,2283272,1278624,1315271,2116748,1504769,1188330,2435980,1961701,2918125,1690708,1092572,7962157,399859
"Marinilabiliales",8977,3200,1519,5540,1551,6551,28130,8971,5742,1057,7533,7255,3267,14502,33892,2662,1053,2373,12944,8781,20519,25780,9504,6380,7961,4662,2485,26920,25779,6297,9790,2203,1781,7352,8362,2384,6312,20743,7078,1033,23546,6328,1179,6902,21413,11314,8237,1874,916,1071,25202,23099,6226,1131,5639,8524,19837,10005,8043,4158,150,3724,7352,6064,26505,5939,25687,1519,13474,25536,6645,6236,836,25451,4325,7678,1008,4997,3053,7221,4424,5981,2673,6318,4146,8529,5489,5880,9512,5611,6074,6549,11263,5279,5029,5450,7142,7277,5818,26864,947
"Bacteroidetes Order II. Incertae sedis",7893,2266,1299,7614,1528,2505,26226,9036,6731,2342,9163,7678,2247,20198,28789,1947,2272,2721,7080,10194,23897,23837,11051,8867,10455,6141,2063,27888,28639,9433,11139,1266,1449,9100,10971,1939,7081,22073,8653,2221,31164,6222,2384,6801,34600,7449,7270,1789,1114,2234,22400,28827,7894,2445,7302,9541,26316,10086,9976,3663,163,7251,9100,7717,19103,10309,32549,1425,21578,31978,7965,5367,1312,22919,6218,10838,2239,3646,2358,8936,2871,6928,2697,7908,2887,11286,6203,7118,7156,7772,6556,7042,12641,6560,5256,8627,16761,7505,9162,25767,1044
"Chitinophagales",23170,7333,4423,16342,3823,15209,75319,26657,18020,3384,21710,21927,5551,38265,103981,7010,3210,7510,31568,27483,70298,70698,27073,19060,23186,18323,6343,78603,77558,23996,26881,3671,4844,21058,23725,4807,16433,67798,23868,3248,67322,17339,3619,18044,67018,34243,20952,4986,2372,3224,68133,76792,18340,3389,16397,24624,66891,30401,23930,10987,477,17828,21058,21628,75338,18897,68358,3750,37237,81890,19637,19112,2203,65226,12384,23437,3258,12674,7236,19839,14492,18704,7531,18214,10961,24385,20175,16379,28303,16973,18827,23724,31442,15035,18831,22701,30647,20718,17487,96883,3337
"Cytophagales",91919,30180,16124,64873,17284,46030,271530,93895,70733,15311,84715,79887,23730,162788,346660,30294,15064,27142,106559,113519,244814,285436,100370,76016,88132,55929,27641,327550,305287,76449,106504,14684,22029,83719,96070,21976,73705,245061,89571,15308,302663,65191,16957,69240,311692,110823,79438,19866,9990,14990,272471,283550,69369,16026,66706,94819,255335,110753,90167,43353,1928,67066,83719,65328,282554,79069,299308,19118,162456,328408,77492,55315,9892,270580,51821,90720,15453,46301,32913,79406,37431,63944,34924,74623,37362,97282,59046,64672,96185,68781,68399,72070,121481,55575,60588,68996,109530,77167,71592,326852,12385
"Flavobacteriales",169678,39149,20386,104772,17606,177212,440113,133712,133659,13729,153189,125947,21812,220821,653603,28831,13216,29109,173371,148215,372180,421268,149669,105576,146820,93446,24068,422394,356413,104713,159971,16877,24352,169490,139862,19449,146154,334113,127682,13393,335148,101718,15809,115712,293502,241304,129157,14518,22560,13329,386212,359041,100898,13703,100378,224920,347347,168430,132662,81414,2218,75301,169490,145017,400414,101298,379066,17544,196301,385234,113342,148050,18860,405514,67157,131181,13650,83668,30438,125089,89594,112249,31062,113540,36586,136523,134665,95256,163268,107582,113326,141908,207788,100322,119139,110000,121713,136034,100371,563966,12129
"Saprospirales",3179,693,489,2244,515,1364,7683,3249,2470,383,2923,2556,585,4836,9660,736,360,709,3401,3188,5052,7910,3496,2522,2743,2069,641,11289,9514,3250,3556,550,444,2784,3125,556,2360,7684,1996,414,8905,2810,459,2185,8606,2152,2935,619,310,396,8526,8454,2215,452,1944,3296,7075,3574,3157,1496,60,2754,2784,1727,7869,2634,8182,499,4685,9456,2289,1655,258,7997,2018,3023,391,1426,878,2783,1450,1759,1034,2352,1101,3106,2132,2237,3043,2374,1984,2455,3798,1938,1802,2910,3809,2503,2256,7306,251
"Sphingobacteriales",36218,10587,5155,23726,5668,26183,115805,36174,26907,4263,31565,31010,8364,52767,139935,9321,3986,8544,45377,37097,99988,103435,36662,25148,31343,24509,8373,107065,103921,30332,37565,5678,6030,30637,33829,6065,25928,88682,31425,4066,91178,24993,4610,26516,88854,45111,29483,5385,3281,4161,95915,98660,24809,4246,22090,39273,88690,42887,33666,17117,645,22717,30637,29604,100474,25268,98972,5156,49915,106410,27887,26673,2902,97352,17524,31472,4159,20257,9677,28269,19945,25773,9714,26537,11855,33589,25698,23138,38519,24760,27624,31775,43628,21440,25456,25217,36763,30891,24109,132830,4089
"Caldisericales",296,40,30,202,38,764,1007,194,232,28,272,279,37,484,1222,63,19,34,274,229,1482,792,245,176,288,250,30,716,728,183,285,19,31,352,307,19,249,852,269,26,591,244,24,225,417,302,204,19,33,22,1378,547,160,16,199,375,626,175,234,132,4,20,352,414,435,219,882,32,421,1144,175,726,15,986,140,275,19,243,36,258,226,389,52,193,43,297,364,193,200,163,258,689,618,336,87,225,343,215,204,966,27
"Calditrichales",1014,144,161,798,121,889,3086,961,714,126,980,803,365,1722,7418,276,148,231,1007,1100,5035,2978,1082,726,995,917,232,3023,3316,647,1237,113,156,904,1118,199,800,3203,1066,153,3363,1088,151,798,3540,1157,819,206,94,123,2801,3937,827,170,842,1144,2995,1225,1054,473,19,594,904,881,2412,1084,3737,164,1730,5740,824,528,106,2747,610,1036,128,365,211,853,1578,905,216,804,522,1183,1037,774,1291,765,638,566,1318,721,659,1267,1417,754,759,4803,104
"Chlamydiales",1273,217,222,1241,149,2093,3696,1162,1307,136,1480,1204,113,2667,9146,158,132,184,1019,1266,4523,3675,1339,1252,1805,1543,171,3231,3112,1598,1715,127,266,1737,1489,227,1410,4116,1017,132,2814,998,180,1107,2295,1401,1185,98,189,159,5111,3064,1115,130,1270,2217,3032,1291,1412,619,12,537,1737,3424,2782,1020,3749,136,2519,5451,987,2609,197,3551,837,1410,127,810,231,1436,903,1401,273,1177,259,1412,1191,1108,1014,1236,943,1916,2608,1219,572,651,1065,1211,1122,4909,151
"Parachlamydiales",1364,310,169,1154,112,1815,3502,1034,1223,134,1430,999,225,2271,5864,131,143,176,933,1283,2650,2591,1394,946,1570,1056,131,3223,2838,658,1538,140,178,1777,1303,94,1508,2719,838,117,3110,983,153,1059,2678,1536,977,67,155,141,3709,3238,878,127,1034,2487,3462,1114,1134,677,26,276,1777,905,2474,1113,3526,87,2023,2940,949,1685,149,3680,751,1209,136,965,181,1145,668,674,181,1062,238,1460,1071,950,1604,872,885,634,2238,630,472,531,885,1305,1018,3988,124
"Chlorobiales",12390,5497,2985,11678,3086,6326,39007,14553,9842,2857,12815,12483,4925,29661,47492,4671,2715,4700,12401,16591,31950,38122,15487,13427,15151,13421,3928,40595,42407,10561,17181,3222,3433,12669,16411,4486,10032,37024,11915,2721,43655,11545,3099,11327,45761,15359,11173,2877,1797,2666,37667,43501,11422,2795,11862,14124,38796,15893,14016,5727,243,12279,12669,13475,35249,14896,41907,2911,30311,44312,12221,10634,1841,37489,9868,14530,2739,7037,5495,13577,7075,13194,4991,11489,7470,16100,12117,11218,11729,12739,10561,13940,19454,12084,10802,13413,25022,11728,12492,46208,1855
"Anaerolineales",3957,1614,1097,4679,1099,2742,11127,4914,3091,1318,5762,4454,1284,12246,13033,780,1254,3230,3168,5121,9037,9982,5915,5233,6215,4358,1488,8176,13743,3229,7204,860,1997,4719,6429,2614,3779,10641,4300,1295,14975,3248,1404,4419,15883,3769,4562,676,1024,1280,8988,15831,4489,1296,4847,5449,14962,4964,6099,1805,57,3116,4719,3210,5541,6251,13111,964,12323,12523,4783,6147,970,9934,4568,5726,1304,2287,1311,5293,4429,4113,1467,5004,1318,6627,2980,4398,3943,3887,2832,4610,7234,3886,4186,4158,11622,3955,5087,12008,581
"Ardenticatenales",1673,645,183,1874,341,504,5383,1873,1625,474,1803,1734,357,3630,7116,285,437,457,1296,2139,4242,4528,2486,2002,2547,1922,331,5659,5918,2198,2223,320,319,1976,2366,425,1413,4695,2431,436,7487,1822,490,1563,8544,1246,1426,301,205,449,4788,6311,1917,476,1901,2316,5468,1957,2068,784,42,921,1976,636,4796,2179,6607,294,3951,6344,1840,1134,247,5100,1471,2733,436,663,370,1971,766,1417,475,1937,570,2375,1021,1706,1338,1782,1584,1265,2782,1432,1129,1432,2890,1551,1956,5380,299
"Caldilineales",1017,212,65,1008,150,388,2274,1074,612,276,1206,974,142,2254,5106,132,265,258,890,1067,2602,1965,1332,1130,1445,1168,186,2549,3865,1187,1235,99,174,1109,1425,183,805,3380,723,276,4223,919,262,837,4597,696,923,117,122,289,3329,3676,1123,273,1000,1210,3579,1042,1234,485,12,678,1109,533,1643,1366,3498,113,2404,3725,1221,807,129,2523,898,1426,227,320,188,1068,515,782,199,1013,228,1402,1014,968,717,764,885,1030,1732,985,524,859,2554,841,1222,2940,87
"Chloroflexales",3045,702,324,2530,374,1309,5097,3207,1435,560,2777,2690,498,4522,8529,532,465,663,2643,2982,4473,5595,3714,2749,3499,2461,820,7640,9230,2161,3365,396,413,2667,3525,602,2097,7555,2775,527,8733,2149,551,2379,9567,3166,2522,364,312,476,6441,8357,2537,491,2872,2802,7742,3800,3070,1415,60,1693,2667,2206,5073,3426,7332,356,4694,7570,2859,2494,266,7477,2108,3320,507,3280,707,3034,1356,1785,637,2464,783,3930,1568,2394,2234,2843,1750,2929,3958,2254,1457,1591,4244,2534,2883,6596,402
"Dehalococcoidales",4521,774,344,4693,251,3975,10637,4081,4675,919,5325,4523,231,8237,13454,256,911,273,4383,4652,11277,9540,5061,5458,6383,11071,481,7163,10631,5235,6410,132,465,5608,7203,172,3101,9612,7386,861,12349,10086,1009,3734,11601,4783,3467,120,621,936,10439,10261,5243,987,4829,4704,10223,5688,4679,2158,65,8703,5608,6436,5591,6026,10522,221,8182,11682,4806,15884,563,8700,3454,6379,924,2436,323,5410,10341,6906,317,5450,403,5794,6405,3833,7862,6526,2501,7565,6929,7430,8403,8076,34063,4640,5606,14021,118
"Sphaerobacterales",1087,461,234,1280,284,263,3553,1360,1084,288,1309,1135,228,2520,4326,252,292,316,738,1536,2425,2539,1775,1531,1683,733,232,2784,3852,1041,1721,421,234,1495,1850,268,946,3014,1474,294,4935,1272,336,1079,5648,881,962,166,142,290,2739,4086,1324,320,1481,1386,4235,1428,1682,489,20,646,1495,626,2320,1849,4502,207,2870,4079,1303,894,129,4634,1148,1770,293,729,794,1520,358,788,276,1532,546,1896,556,1146,980,1254,813,854,1926,970,441,943,2353,1152,1552,3513,155
"Thermomicrobiales",284,115,67,282,75,169,591,360,327,96,327,277,53,761,899,42,75,65,202,532,554,1115,411,398,415,411,45,894,1020,512,433,40,63,325,412,76,252,734,443,79,1093,348,69,290,1092,686,244,36,42,105,630,912,377,83,471,334,1058,354,356,129,5,279,325,440,809,424,1126,82,764,580,266,204,63,951,312,449,67,123,139,354,210,233,76,437,102,580,345,274,241,448,178,396,449,295,235,434,934,304,376,1881,34
"Chrysiogenales",687,326,279,811,187,421,3998,1022,494,191,877,848,206,1958,3167,203,173,276,607,1093,2149,3225,1085,1060,1144,473,200,2948,3373,675,1151,235,196,862,1258,193,553,3170,801,170,3319,886,216,682,3663,965,658,147,121,190,2490,2986,878,169,1031,934,2626,1103,933,290,19,585,862,674,2782,1029,2907,210,1884,3222,901,673,128,2613,673,1277,190,673,250,902,501,520,324,1013,331,1127,435,716,586,638,665,842,1354,616,718,688,1706,811,855,4425,175
"Coprothermobacterales",155,57,25,173,63,257,1363,236,152,28,219,226,39,610,889,21,32,50,243,211,898,898,241,227,292,223,93,749,909,159,289,21,49,201,254,29,139,1037,501,31,826,157,35,193,611,664,321,22,51,30,746,1214,186,31,186,197,1092,250,217,73,6,149,201,253,516,200,689,24,527,577,185,868,21,539,210,223,33,210,39,229,181,201,32,302,36,403,269,211,174,295,448,226,321,282,157,387,339,163,153,2171,28
"Chroococcidiopsidales",678,98,26,797,83,301,2520,772,556,118,1058,781,55,1149,3180,24,106,97,717,802,2732,1638,1073,755,1110,408,63,2048,1733,609,1319,17,111,1056,1313,72,804,2608,843,101,2114,736,115,745,2208,875,875,18,62,99,948,2955,946,101,756,1219,2910,946,1181,312,11,45,1056,185,1400,911,2578,27,1131,2188,693,250,64,2025,623,1086,97,547,90,967,268,305,64,832,84,1491,473,793,739,468,659,217,1557,977,128,524,319,763,938,3343,34
"Gloeobacterales",1412,414,158,1606,268,514,4978,1764,1379,395,1798,1399,395,3389,5873,263,390,343,1474,1741,4697,3215,2087,1780,2103,1562,269,3547,4837,1349,2133,208,293,1860,2328,282,1234,3672,1424,395,5644,1254,440,1258,5834,1423,1508,303,205,399,3197,4916,1565,425,1664,1701,5063,2046,1871,626,26,770,1860,1538,2760,2200,4650,156,3808,5000,1566,1448,230,3738,1349,2198,383,615,353,1668,702,1542,340,1733,430,2230,1090,1458,1155,2165,1333,1521,2454,1637,694,1052,3339,1480,1803,4584,236
"Gloeoemargaritales",218,52,12,187,25,260,569,213,194,38,229,176,32,374,744,13,39,35,87,244,376,487,228,319,289,261,23,707,451,150,285,15,12,221,306,21,196,902,148,36,470,218,57,167,584,272,163,21,26,37,416,542,177,32,297,321,533,224,191,92,3,38,221,224,336,240,694,30,329,467,190,130,27,637,170,330,40,116,36,248,189,115,50,257,31,260,145,179,144,207,141,145,260,165,51,111,298,240,207,587,24
"Pleurocapsales",1682,471,180,1023,150,1626,5620,1160,1115,112,1547,1047,212,1678,8632,192,105,255,920,1325,5251,4013,1149,1140,1478,648,163,3494,3126,720,1449,115,197,1888,1181,300,1618,3944,977,110,3449,618,137,1117,3322,1905,1132,123,104,122,4812,3806,974,125,1148,2494,3935,1250,1054,819,15,240,1888,1040,3148,1155,3954,118,1559,4718,1453,1355,77,4154,729,1345,119,832,164,1213,593,819,206,1154,397,1469,938,975,909,987,1768,925,2359,857,315,502,502,1229,1077,8278,68
"Chroococcales",9689,889,685,5881,551,9030,15440,6807,5891,523,7892,5681,323,7590,39557,555,475,921,7029,7082,16568,18517,8258,5679,9125,4532,588,18566,15138,4246,8485,184,1058,9423,7252,908,8360,18306,5256,497,17713,4586,558,5978,15550,8564,5916,265,485,488,20548,18049,5663,500,6502,12386,16453,7872,7144,4798,84,649,9423,5060,16660,6830,18425,398,7099,20076,6230,5888,418,20460,3951,6457,505,6891,825,7234,3418,4756,861,6248,897,8331,5757,6144,7478,5367,4625,4493,12833,4482,2269,5021,3116,6777,5877,28523,279
"Nostocales",174852,4665,3514,48161,3099,696576,460355,49862,171015,2444,115422,50213,2541,43783,2024002,2426,2394,4283,59909,52278,1077365,828689,54155,36837,90763,18992,3078,791605,684151,20748,77464,1421,5374,210586,47828,3542,257698,399641,39276,2374,689197,21697,2904,85586,582688,141962,70888,1487,4423,2415,1678517,573478,30008,2420,50126,409755,1297142,65691,75360,82088,4617,7011,210586,29705,1022857,30902,714375,2258,33221,274216,96398,27949,2463,816743,17704,48072,2559,15277,4104,67619,49127,22197,4147,123841,3563,50067,184471,53442,155381,41950,268376,38956,326783,19894,15484,26075,19704,154698,37681,1460499,1433
"Oscillatoriales",14327,1663,1384,8865,1078,23082,43909,9290,10140,1123,12607,8359,1011,12775,94741,878,1018,1771,9504,10437,67737,57460,11548,8495,12568,7095,1030,58650,51895,6176,12717,783,1802,14463,10931,1570,14566,36658,9601,980,52970,6698,1198,9581,48584,15389,9401,800,755,1062,97844,51730,7311,1097,8877,21314,82637,11516,10546,6895,372,3165,14463,7827,63819,9598,56485,1019,11963,36827,11521,8314,664,51068,5968,9559,1107,5962,1349,10088,5462,6071,1556,10514,1702,11324,10397,8559,11753,6740,14772,6851,20555,5888,3545,4920,8317,11642,8471,80157,675
"Synechococcales",19698,5743,3054,18320,3332,15036,53876,19834,17000,3361,21049,17554,4586,33606,76305,3587,3307,4871,17985,21322,55141,49780,22902,18985,24874,18881,4003,52795,57822,16774,23893,2770,3781,22526,24742,4255,17258,55127,18774,3289,61837,15682,3668,16690,64680,22764,16154,3367,2117,3317,53934,55149,17237,3466,18365,25951,55189,22956,21097,9194,328,9692,22526,19085,42406,20661,59433,2956,34556,58686,17561,20647,2183,52966,13537,22495,3232,10279,4806,20052,10499,16454,5154,18584,6270,24036,14869,16101,18421,16961,14540,18490,32380,17086,11638,14116,31162,18023,18747,66766,2527
"Deferribacterales",4216,726,326,3182,550,2691,7333,4310,2525,375,4096,3539,374,5210,11600,726,347,566,3306,5543,5930,7671,3944,2900,3873,2877,665,7770,8139,2232,5570,391,464,3956,3952,641,3362,6755,2726,373,8033,2592,400,3396,9468,3389,2755,261,305,357,8841,7835,2475,388,2400,5413,7443,5144,3641,1981,38,1087,3956,4478,5199,3348,9001,475,4632,6665,3236,3073,281,12527,2272,3376,397,4668,745,3576,2066,2950,744,3263,672,4232,2992,3065,4744,4199,2317,3396,6410,3140,2184,2855,4100,3665,3027,7751,360
"Deinococcales",12585,4411,1568,14338,2905,3824,34213,13823,11920,3758,15524,13272,3375,30502,35415,2591,3737,4515,10470,15382,29210,27493,18660,15718,19314,14322,2667,32787,40315,11106,17976,2724,2780,15219,20115,3251,10716,32321,13226,3750,48871,12729,4026,12199,53752,10227,11801,2462,1915,3703,28391,42139,13859,3917,14752,15347,38010,16570,16556,5980,228,7057,15219,12319,19952,18943,41042,1958,34023,41509,13808,8762,1981,33719,11345,19646,3738,6106,4271,15480,5235,15023,3757,14898,4375,19849,10990,11856,11582,16092,9422,14068,23648,19030,7113,14696,27390,12376,16411,32790,1948
"Thermales",6048,2038,797,6798,1326,2225,16088,7528,5558,2235,7355,6598,1509,17357,21210,1090,2017,1874,3976,7270,14389,14401,9082,7994,9773,7122,1342,16320,20127,4631,8558,1006,1307,7829,9920,1391,5273,15074,6748,2092,26758,6731,2295,5411,28379,5409,5323,996,992,2093,12364,21841,7218,2174,7344,7629,21483,7656,8179,2772,91,3329,7829,5580,9726,9476,23511,903,19583,21386,7143,5496,1157,15466,5840,9997,2109,2596,1934,7636,2636,6218,1921,7996,2278,10326,4676,6091,5672,7062,5000,5943,11385,8340,3130,5672,12068,6174,8040,16073,778
"Dictyoglomales",1106,155,216,839,194,1435,2307,468,937,56,1105,598,54,860,4802,115,49,99,579,660,2009,2035,803,613,966,695,143,1698,1541,576,1127,38,252,1184,953,147,1231,2679,797,50,1860,511,46,799,1350,1247,686,83,76,44,3033,1504,492,52,696,1431,1742,1541,647,562,12,121,1184,2217,1182,563,2924,109,691,2409,626,1800,42,3081,365,788,60,523,322,841,536,542,161,649,99,785,722,529,877,616,718,742,1401,565,206,574,528,808,594,3115,41
"Elusimicrobiales",504,96,51,445,71,1654,1154,720,604,306,588,461,63,5426,1514,43,315,100,264,492,784,1100,556,587,765,556,76,829,974,251,578,42,72,772,660,374,771,1080,2091,347,1144,742,426,504,1692,2501,603,36,618,329,1015,872,441,323,1384,822,1178,532,444,222,3,199,772,836,576,510,2268,54,4883,837,415,265,558,1603,556,850,342,238,82,613,358,1493,55,498,103,557,335,551,350,271,289,456,723,239,185,270,416,522,447,1072,40
"Endomicrobiales",1709,190,114,969,349,715,2141,1260,839,138,1591,816,269,2079,2720,148,155,197,997,1324,2643,2351,1396,679,1265,628,126,2934,3061,803,1097,103,240,954,1231,320,1892,2088,970,152,5017,946,175,765,7248,890,1123,76,146,153,1386,2720,1013,150,597,1093,5256,1378,1334,833,21,199,954,1020,1925,1037,15020,176,1925,2448,1078,971,113,8986,1003,819,119,1791,259,1376,594,689,156,978,549,1257,531,1113,882,947,538,623,1265,656,469,715,881,960,967,2871,194
"Fibrobacterales",207113,49546,10812,103654,13775,3292,720870,14205,107004,101506,124593,97534,15146,1463473,1703142,14841,97582,16856,33853,331839,457330,4056946,142456,25276,56422,8811,13581,148952,542966,53091,259309,28665,18871,127331,68866,8620,257745,3941228,104757,98880,249683,11414,114156,102367,152528,152550,173131,18336,222192,98209,365942,225829,60364,102902,31367,380312,389275,135664,187866,94077,859,4437,127331,5060,267456,84685,220858,114122,1396778,463994,158426,31989,209571,1162895,102026,68631,99354,317241,41512,61535,2446,13206,11000,261889,44454,136218,24302,283951,78914,39974,129582,5745,364301,35846,2756,9864,6207,137596,73754,658477,68040
"Bacillales",228503,62987,30043,205742,35904,215838,584153,200735,192451,27246,298260,214699,40058,304691,1174458,40146,26330,45652,170867,229797,589297,589565,239987,220402,286774,243100,35247,455181,538493,202765,256439,26848,42086,285670,282775,45699,206336,693053,200320,26619,612561,167180,30069,179434,591153,324736,156573,24563,18423,26582,662912,561627,186716,28115,210658,315114,589099,238781,219709,109440,3276,92607,285670,303922,383731,229335,634956,34525,283138,701537,211468,345210,16384,627396,145095,253057,26940,150109,52043,240777,147480,191848,43580,229049,57858,252949,187863,171815,183477,205095,173370,241649,412349,178961,104891,161882,353062,210874,199121,825994,23609
"Lactobacillales",124614,41291,20258,104101,16882,152133,319964,103905,107307,9081,113414,101477,18746,142000,836022,40960,8929,26422,484674,104822,339911,345835,109573,101128,131596,167157,18321,238637,243544,134235,123061,15389,26540,143479,130654,24847,100514,593824,109412,8895,266967,100438,10383,89259,239527,691065,78292,12920,9349,8803,583672,269335,77331,9117,93682,165238,289016,114182,97458,59106,1661,40124,143479,172584,232143,109550,340494,20050,120905,431060,101595,164910,7679,360371,66416,124755,9091,115330,26752,115788,111385,109103,23407,100941,36681,121365,101150,121773,101558,127432,96906,140946,192488,113051,54988,75664,181840,106523,95328,497287,23527
